"Type","Subpopulation","Indicator","Statistic","NResp","Estimate","StdError","LCB95Pct","UCB95Pct"
"WSA9_by_Lake_Origin","CPL_MAN_MADE","vert","75Pct",69,0,"",0,0.2982511527519
"WSA9_by_Lake_Origin","CPL_MAN_MADE","vert","90Pct",73,0.321027382364076,"",0,4.7125
"WSA9_by_Lake_Origin","CPL_MAN_MADE","vert","95Pct",76,0.585786932247538,"",0.321435227176498,1.44864263653321
"WSA9_by_Lake_Origin","CPL_MAN_MADE","vert","Mean",84,0.100920019109071,"0.0319541383585394",0.038291058769324,0.163548979448818
"WSA9_by_Lake_Origin","CPL_MAN_MADE","vert","Variance",84,0.111334534180552,"0.0445010840567679",0.0241140121562979,0.198555056204807
"WSA9_by_Lake_Origin","CPL_MAN_MADE","vert","Std. Deviation",84,0.333668299633862,"0.0666846147889977",0.202968856324499,0.464367742943224
"WSA9_by_Lake_Origin","CPL_NATURAL","vert","5Pct",16,0,"",0,0
"WSA9_by_Lake_Origin","CPL_NATURAL","vert","10Pct",16,0,"",0,0
"WSA9_by_Lake_Origin","CPL_NATURAL","vert","25Pct",16,0,"",0,0.235408411256966
"WSA9_by_Lake_Origin","CPL_NATURAL","vert","50Pct",18,0.392395949854828,"",0,0.973790294719656
"WSA9_by_Lake_Origin","CPL_NATURAL","vert","75Pct",21,0.960533897251829,"",0.391976581710763,1.2
"WSA9_by_Lake_Origin","CPL_NATURAL","vert","90Pct",22,1.19521652961623,"",0.460689398739412,1.2
"WSA9_by_Lake_Origin","CPL_NATURAL","vert","95Pct",22,1.19760826480812,"",0.463146866687892,1.2
"WSA9_by_Lake_Origin","CPL_NATURAL","vert","Mean",23,0.425868057240276,"0.132925423540361",0.165339014471436,0.686397100009116
"WSA9_by_Lake_Origin","CPL_NATURAL","vert","Variance",23,0.21777890519784,"0.07119253225941",0.0782441060011905,0.35731370439449
"WSA9_by_Lake_Origin","CPL_NATURAL","vert","Std. Deviation",23,0.46666787461517,"0.0762775156937016",0.317166691025326,0.616169058205014
