Type,Subpopulation,Indicator,Statistic,NResp,Estimate,StdError,LCB95Pct,UCB95Pct,Lake_origin,ECO
WSA9_by_Lake_Origin,XER_NATURAL,L_vert_sc,5Pct,1,-1.573530888,,-2,-1.540698117,,
WSA9_by_Lake_Origin,XER_NATURAL,L_vert_sc,10Pct,2,-1.540749505,,-2,-1.47452339,,
WSA9_by_Lake_Origin,XER_NATURAL,L_vert_sc,25Pct,3,-1.474447257,,-1.812605776,-0.785101304,,
WSA9_by_Lake_Origin,XER_NATURAL,L_vert_sc,50Pct,5,-0.782986403,,-1.540597738,-0.357431962,,
WSA9_by_Lake_Origin,XER_NATURAL,L_vert_sc,75Pct,8,-0.357467243,,-1.277975563,-0.226701252,,
WSA9_by_Lake_Origin,XER_NATURAL,L_vert_sc,90Pct,8,-0.3573934,,-0.784562053,-0.226701252,,
WSA9_by_Lake_Origin,XER_NATURAL,L_vert_sc,95Pct,9,-0.237152101,,-0.357419622,-0.226701252,,
WSA9_by_Lake_Origin,XER_NATURAL,L_vert_sc,Mean,10,-0.925590918,0.181255741,-1.280845642,-0.570336194,,
WSA9_by_Lake_Origin,XER_NATURAL,L_vert_sc,Variance,10,0.288813627,0.038928437,0.212515292,0.365111962,,
WSA9_by_Lake_Origin,XER_NATURAL,L_vert_sc,Std. Deviation,10,0.537413833,0.036218306,0.466427257,0.608400408,,
conn,Drainage,L_vert_sc,5Pct,57,-2,,-2,-2,,
conn,Drainage,L_vert_sc,10Pct,57,-2,,-2,-2,,
conn,Drainage,L_vert_sc,25Pct,57,-2,,-2,-1.875792633,,
conn,Drainage,L_vert_sc,50Pct,156,-1.433869555,,-1.589582938,-1.351565828,,
conn,Drainage,L_vert_sc,75Pct,254,-1.064027906,,-1.176022239,-0.807081608,,
conn,Drainage,L_vert_sc,90Pct,322,-0.657327494,,-0.713458464,-0.558262055,,
conn,Drainage,L_vert_sc,95Pct,342,-0.527206497,,-0.56672476,-0.259104333,,
conn,Drainage,L_vert_sc,Mean,391,-1.409728746,0.039544141,-1.487233838,-1.332223653,,
conn,Drainage,L_vert_sc,Variance,391,0.28618666,0.021459736,0.244126351,0.32824697,,
conn,Drainage,L_vert_sc,Std. Deviation,391,0.534964167,0.020057171,0.495652834,0.574275501,,
conn,Drainage-Lake,L_vert_sc,5Pct,19,-2,,-2,-1.835389371,,
conn,Drainage-Lake,L_vert_sc,10Pct,28,-1.887914564,,-2,-1.790342631,,
conn,Drainage-Lake,L_vert_sc,25Pct,68,-1.677813032,,-1.803305774,-1.583158071,,
conn,Drainage-Lake,L_vert_sc,50Pct,121,-1.363408334,,-1.552653399,-1.091728401,,
conn,Drainage-Lake,L_vert_sc,75Pct,211,-0.814857059,,-1.091738763,-0.298753983,,
conn,Drainage-Lake,L_vert_sc,90Pct,273,-0.143837571,,-0.812056404,0.889861721,,
conn,Drainage-Lake,L_vert_sc,95Pct,273,-0.14266629,,-0.60191273,0.889861721,,
conn,Drainage-Lake,L_vert_sc,Mean,285,-1.209704322,0.097741286,-1.401273723,-1.018134922,,
conn,Drainage-Lake,L_vert_sc,Variance,285,0.354121504,0.066454787,0.223872515,0.484370493,,
conn,Drainage-Lake,L_vert_sc,Std. Deviation,285,0.59508109,0.055836749,0.485643073,0.704519107,,
conn,Isolated,L_vert_sc,5Pct,26,-2,,-2,-2,,
conn,Isolated,L_vert_sc,10Pct,26,-2,,-2,-2,,
conn,Isolated,L_vert_sc,25Pct,28,-1.928744963,,-2,-1.657727265,,
conn,Isolated,L_vert_sc,50Pct,77,-1.292558358,,-1.428314276,-1.160493278,,
conn,Isolated,L_vert_sc,75Pct,119,-0.870680022,,-1.019328092,-0.717490759,,
conn,Isolated,L_vert_sc,90Pct,149,-0.424929479,,-0.705432513,-0.334065242,,
conn,Isolated,L_vert_sc,95Pct,154,-0.346960777,,-0.424315625,-0.2200824,,
conn,Isolated,L_vert_sc,Mean,166,-1.295367449,0.055918924,-1.404966525,-1.185768372,,
conn,Isolated,L_vert_sc,Variance,166,0.313923716,0.030705186,0.253742657,0.374104775,,
conn,Isolated,L_vert_sc,Std. Deviation,166,0.560288957,0.027401206,0.506583581,0.613994334,,
conn_LO,Drainage_MAN_MADE,L_vert_sc,5Pct,40,-2,,-2,-2,,
conn_LO,Drainage_MAN_MADE,L_vert_sc,10Pct,40,-2,,-2,-2,,
conn_LO,Drainage_MAN_MADE,L_vert_sc,25Pct,40,-2,,-2,-2,,
conn_LO,Drainage_MAN_MADE,L_vert_sc,50Pct,105,-1.303072033,,-1.494754574,-1.178303756,,
conn_LO,Drainage_MAN_MADE,L_vert_sc,75Pct,178,-0.805198145,,-1.140920916,-0.649430676,,
conn_LO,Drainage_MAN_MADE,L_vert_sc,90Pct,210,-0.565555544,,-0.661689922,-0.181499107,,
conn_LO,Drainage_MAN_MADE,L_vert_sc,95Pct,225,-0.345818718,,-0.56156564,-0.153130702,,
conn_LO,Drainage_MAN_MADE,L_vert_sc,Mean,252,-1.337164474,0.057256795,-1.44938573,-1.224943217,,
conn_LO,Drainage_MAN_MADE,L_vert_sc,Variance,252,0.355885045,0.028151113,0.300709878,0.411060212,,
conn_LO,Drainage_MAN_MADE,L_vert_sc,Std. Deviation,252,0.596561015,0.023594496,0.550316653,0.642805377,,
conn_LO,Drainage-Lake_MAN_MADE,L_vert_sc,5Pct,15,-2,,-2,-1.789921512,,
conn_LO,Drainage-Lake_MAN_MADE,L_vert_sc,10Pct,15,-2,,-2,-1.704526458,,
conn_LO,Drainage-Lake_MAN_MADE,L_vert_sc,25Pct,24,-1.734858047,,-2,-1.229756778,,
conn_LO,Drainage-Lake_MAN_MADE,L_vert_sc,50Pct,92,-1.015816543,,-1.507225556,-0.574849667,,
conn_LO,Drainage-Lake_MAN_MADE,L_vert_sc,75Pct,155,-0.255851956,,-1.050750286,0.889861721,,
conn_LO,Drainage-Lake_MAN_MADE,L_vert_sc,90Pct,164,-0.142537121,,-0.82260071,0.889861721,,
conn_LO,Drainage-Lake_MAN_MADE,L_vert_sc,95Pct,164,-0.142042744,,-0.727259648,0.889861721,,
conn_LO,Drainage-Lake_MAN_MADE,L_vert_sc,Mean,175,-1.031732193,0.179656778,-1.383853008,-0.679611379,,
conn_LO,Drainage-Lake_MAN_MADE,L_vert_sc,Variance,175,0.490173134,0.070688483,0.351626254,0.628720014,,
conn_LO,Drainage-Lake_MAN_MADE,L_vert_sc,Std. Deviation,175,0.700123656,0.050482855,0.601179078,0.799068235,,
conn_LO,Isolated_MAN_MADE,L_vert_sc,5Pct,8,-1.416990339,,-1.653152187,-1.351900701,,
conn_LO,Isolated_MAN_MADE,L_vert_sc,10Pct,12,-1.351110435,,-1.589814508,-1.262043681,,
conn_LO,Isolated_MAN_MADE,L_vert_sc,25Pct,20,-1.210279141,,-1.351835627,-1.209557082,,
conn_LO,Isolated_MAN_MADE,L_vert_sc,50Pct,26,-1.043198113,,-1.21019053,-0.802627878,,
conn_LO,Isolated_MAN_MADE,L_vert_sc,75Pct,32,-0.79638234,,-0.998438284,-0.419900525,,
conn_LO,Isolated_MAN_MADE,L_vert_sc,90Pct,39,-0.420135519,,-0.796713361,0.365055779,,
conn_LO,Isolated_MAN_MADE,L_vert_sc,95Pct,39,-0.419893136,,-0.719831684,0.365055779,,
conn_LO,Isolated_MAN_MADE,L_vert_sc,Mean,43,-0.964207036,0.075792251,-1.112757119,-0.815656953,,
conn_LO,Isolated_MAN_MADE,L_vert_sc,Variance,43,0.151994935,0.044133254,0.065495346,0.238494523,,
conn_LO,Isolated_MAN_MADE,L_vert_sc,Std. Deviation,43,0.389865277,0.056600648,0.278930047,0.500800508,,
conn_LO,Drainage_NATURAL,L_vert_sc,5Pct,17,-2,,-2,-2,,
conn_LO,Drainage_NATURAL,L_vert_sc,10Pct,17,-2,,-2,-1.969879525,,
conn_LO,Drainage_NATURAL,L_vert_sc,25Pct,20,-1.913134407,,-2,-1.649479085,,
conn_LO,Drainage_NATURAL,L_vert_sc,50Pct,56,-1.585895949,,-1.662348912,-1.365741434,,
conn_LO,Drainage_NATURAL,L_vert_sc,75Pct,92,-1.186505055,,-1.354678651,-1.063030472,,
conn_LO,Drainage_NATURAL,L_vert_sc,90Pct,111,-0.944637653,,-1.063019438,-0.718260587,,
conn_LO,Drainage_NATURAL,L_vert_sc,95Pct,120,-0.718617685,,-0.943626214,-0.308238216,,
conn_LO,Drainage_NATURAL,L_vert_sc,Mean,139,-1.498107058,0.048950863,-1.594048986,-1.40216513,,
conn_LO,Drainage_NATURAL,L_vert_sc,Variance,139,0.187074968,0.021316245,0.145295896,0.228854041,,
conn_LO,Drainage_NATURAL,L_vert_sc,Std. Deviation,139,0.432521639,0.024641825,0.38422455,0.480818729,,
conn_LO,Drainage-Lake_NATURAL,L_vert_sc,5Pct,15,-1.818088756,,-1.887951766,-1.807803344,,
conn_LO,Drainage-Lake_NATURAL,L_vert_sc,10Pct,21,-1.804367118,,-1.835190892,-1.778691612,,
conn_LO,Drainage-Lake_NATURAL,L_vert_sc,25Pct,39,-1.677403184,,-1.789769688,-1.598648658,,
conn_LO,Drainage-Lake_NATURAL,L_vert_sc,50Pct,57,-1.514806672,,-1.599428384,-1.291552768,,
conn_LO,Drainage-Lake_NATURAL,L_vert_sc,75Pct,87,-0.997661632,,-1.441427075,-0.715435354,,
conn_LO,Drainage-Lake_NATURAL,L_vert_sc,90Pct,99,-0.715517482,,-0.869184623,0.228742458,,
conn_LO,Drainage-Lake_NATURAL,L_vert_sc,95Pct,104,-0.320776549,,-0.865691309,0.228742458,,
conn_LO,Drainage-Lake_NATURAL,L_vert_sc,Mean,110,-1.339686743,0.078891764,-1.49431176,-1.185061727,,
conn_LO,Drainage-Lake_NATURAL,L_vert_sc,Variance,110,0.214727153,0.054704167,0.107508955,0.32194535,,
conn_LO,Drainage-Lake_NATURAL,L_vert_sc,Std. Deviation,110,0.463386613,0.059026486,0.347696825,0.5790764,,
conn_LO,Isolated_NATURAL,L_vert_sc,5Pct,25,-2,,-2,-2,,
conn_LO,Isolated_NATURAL,L_vert_sc,10Pct,25,-2,,-2,-2,,
conn_LO,Isolated_NATURAL,L_vert_sc,25Pct,25,-2,,-2,-1.700393516,,
conn_LO,Isolated_NATURAL,L_vert_sc,50Pct,51,-1.427102869,,-1.699911318,-1.264137913,,
conn_LO,Isolated_NATURAL,L_vert_sc,75Pct,88,-0.936804121,,-1.160394336,-0.705923591,,
conn_LO,Isolated_NATURAL,L_vert_sc,90Pct,108,-0.470294778,,-0.730045171,-0.333115799,,
conn_LO,Isolated_NATURAL,L_vert_sc,95Pct,115,-0.334765634,,-0.470184834,0.093202379,,
conn_LO,Isolated_NATURAL,L_vert_sc,Mean,123,-1.382834762,0.063173996,-1.506653519,-1.259016005,,
conn_LO,Isolated_NATURAL,L_vert_sc,Variance,123,0.320076702,0.031520454,0.258297747,0.381855657,,
conn_LO,Isolated_NATURAL,L_vert_sc,Std. Deviation,123,0.565753217,0.02785707,0.511154362,0.620352071,,
conn_ECO,Drainage_CPL,L_vert_sc,5Pct,12,-2,,-2,-2,,
conn_ECO,Drainage_CPL,L_vert_sc,10Pct,12,-2,,-2,-2,,
conn_ECO,Drainage_CPL,L_vert_sc,25Pct,12,-2,,-2,-2,,
conn_ECO,Drainage_CPL,L_vert_sc,50Pct,12,-2,,-2,-2,,
conn_ECO,Drainage_CPL,L_vert_sc,75Pct,14,-1.393457584,,-2,-1.224364601,,
conn_ECO,Drainage_CPL,L_vert_sc,90Pct,20,-1.224443003,,-1.392313496,-0.371218221,,
conn_ECO,Drainage_CPL,L_vert_sc,95Pct,24,-0.945459346,,-1.224282369,-0.372391813,,
conn_ECO,Drainage_CPL,L_vert_sc,Mean,31,-1.753181247,0.054392628,-1.859788838,-1.646573655,,
conn_ECO,Drainage_CPL,L_vert_sc,Variance,31,0.160734042,0.029259442,0.103386589,0.218081494,,
conn_ECO,Drainage_CPL,L_vert_sc,Std. Deviation,31,0.400916502,0.036490693,0.329396058,0.472436946,,
conn_ECO,Drainage-Lake_CPL,L_vert_sc,5Pct,3,-2,,-2,-1.253210742,,
conn_ECO,Drainage-Lake_CPL,L_vert_sc,10Pct,3,-2,,-2,-1.251546005,,
conn_ECO,Drainage-Lake_CPL,L_vert_sc,25Pct,8,-1.252400743,,-2,-0.899660339,,
conn_ECO,Drainage-Lake_CPL,L_vert_sc,50Pct,19,-0.899896453,,-2,-0.319348186,,
conn_ECO,Drainage-Lake_CPL,L_vert_sc,75Pct,23,-0.320885779,,-1.253106177,-0.241363326,,
conn_ECO,Drainage-Lake_CPL,L_vert_sc,90Pct,23,-0.319261391,,-1.251469936,-0.241363326,,
conn_ECO,Drainage-Lake_CPL,L_vert_sc,95Pct,23,-0.318719928,,-1.250941889,-0.241363326,,
conn_ECO,Drainage-Lake_CPL,L_vert_sc,Mean,25,-0.895743088,0.248859781,-1.383499295,-0.407986881,,
conn_ECO,Drainage-Lake_CPL,L_vert_sc,Variance,25,0.355476647,0.085674365,0.187557977,0.523395317,,
conn_ECO,Drainage-Lake_CPL,L_vert_sc,Std. Deviation,25,0.596218624,0.071848112,0.455398912,0.737038336,,
conn_ECO,Isolated_CPL,L_vert_sc,5Pct,1,-1.212634373,,-1.213957153,-1.211311593,,
conn_ECO,Isolated_CPL,L_vert_sc,10Pct,3,-1.019688529,,-2,-0.870560294,,
conn_ECO,Isolated_CPL,L_vert_sc,25Pct,5,-0.870194007,,-1.211402856,-0.587190775,,
conn_ECO,Isolated_CPL,L_vert_sc,50Pct,7,-0.58538296,,-0.870510852,-0.419923731,,
conn_ECO,Isolated_CPL,L_vert_sc,75Pct,9,-0.419998582,,-0.587083744,-0.277990512,,
conn_ECO,Isolated_CPL,L_vert_sc,90Pct,11,-0.279866972,,-0.464891085,-0.277990512,,
conn_ECO,Isolated_CPL,L_vert_sc,95Pct,11,-0.278928742,,-0.420128908,-0.277990512,,
conn_ECO,Isolated_CPL,L_vert_sc,Mean,12,-0.63006144,0.077115311,-0.781204671,-0.478918208,,
conn_ECO,Isolated_CPL,L_vert_sc,Variance,12,0.082563607,0.022931158,0.037619363,0.127507852,,
conn_ECO,Isolated_CPL,L_vert_sc,Std. Deviation,12,0.287338837,0.039902644,0.209131093,0.365546581,,
conn_ECO,Drainage_NAP,L_vert_sc,5Pct,5,-1.88981648,,-2,-1.809514886,,
conn_ECO,Drainage_NAP,L_vert_sc,10Pct,9,-1.80942527,,-1.890561285,-1.570573232,,
conn_ECO,Drainage_NAP,L_vert_sc,25Pct,20,-1.535227308,,-1.77317075,-1.493960292,,
conn_ECO,Drainage_NAP,L_vert_sc,50Pct,25,-1.365811049,,-1.534780666,-1.176069938,,
conn_ECO,Drainage_NAP,L_vert_sc,75Pct,32,-1.175892416,,-1.288523398,-0.944357483,,
conn_ECO,Drainage_NAP,L_vert_sc,90Pct,37,-1.024953524,,-1.175805818,-0.611943225,,
conn_ECO,Drainage_NAP,L_vert_sc,95Pct,39,-0.944111111,,-1.029628437,-0.611943225,,
conn_ECO,Drainage_NAP,L_vert_sc,Mean,42,-1.373199323,0.050192308,-1.47157444,-1.274824207,,
conn_ECO,Drainage_NAP,L_vert_sc,Variance,42,0.074636214,0.014363969,0.046483353,0.102789076,,
conn_ECO,Drainage_NAP,L_vert_sc,Std. Deviation,42,0.273196292,0.026288733,0.221671322,0.324721262,,
conn_ECO,Drainage-Lake_NAP,L_vert_sc,5Pct,2,-1.736765414,,-2,-1.667476084,,
conn_ECO,Drainage-Lake_NAP,L_vert_sc,10Pct,6,-1.668179287,,-1.829337786,-1.585053311,,
conn_ECO,Drainage-Lake_NAP,L_vert_sc,25Pct,9,-1.552912144,,-1.806279232,-1.190724778,,
conn_ECO,Drainage-Lake_NAP,L_vert_sc,50Pct,20,-1.055608907,,-1.666967666,-0.142343978,,
conn_ECO,Drainage-Lake_NAP,L_vert_sc,75Pct,26,-0.142999057,,-1.584362977,-0.141740514,,
conn_ECO,Drainage-Lake_NAP,L_vert_sc,90Pct,26,-0.142243931,,-1.552786507,-0.141740514,,
conn_ECO,Drainage-Lake_NAP,L_vert_sc,95Pct,26,-0.141992223,,-1.552405891,-0.141740514,,
conn_ECO,Drainage-Lake_NAP,L_vert_sc,Mean,27,-0.889927791,0.283331119,-1.445246579,-0.334609002,,
conn_ECO,Drainage-Lake_NAP,L_vert_sc,Variance,27,0.459986227,0.047511935,0.366864546,0.553107907,,
conn_ECO,Drainage-Lake_NAP,L_vert_sc,Std. Deviation,27,0.678222844,0.035026787,0.609571603,0.746874086,,
conn_ECO,Isolated_NAP,L_vert_sc,5Pct,1,-1.561156454,,-2,-1.35210858,,
conn_ECO,Isolated_NAP,L_vert_sc,10Pct,2,-1.352119648,,-2,-1.351869116,,
conn_ECO,Isolated_NAP,L_vert_sc,25Pct,3,-1.265239537,,-2,-1.260940114,,
conn_ECO,Isolated_NAP,L_vert_sc,50Pct,4,-1.261058249,,-1.352025068,-1.080640084,,
conn_ECO,Isolated_NAP,L_vert_sc,75Pct,5,-1.083604021,,-1.261183287,-0.71711023,,
conn_ECO,Isolated_NAP,L_vert_sc,90Pct,7,-0.98053925,,-1.083624129,-0.71711023,,
conn_ECO,Isolated_NAP,L_vert_sc,95Pct,8,-0.721413331,,-1.08134047,-0.71711023,,
conn_ECO,Isolated_NAP,L_vert_sc,Mean,9,-1.205486691,0.049646806,-1.302792643,-1.108180739,,
conn_ECO,Isolated_NAP,L_vert_sc,Variance,9,0.037918559,0.015240861,0.008047021,0.067790097,,
conn_ECO,Isolated_NAP,L_vert_sc,Std. Deviation,9,0.194726882,0.039133941,0.118025767,0.271427997,,
conn_ECO,Drainage_NPL,L_vert_sc,5Pct,5,-2,,-2,-0.695169095,,
conn_ECO,Drainage_NPL,L_vert_sc,10Pct,9,-0.808933059,,-2,-0.682662445,,
conn_ECO,Drainage_NPL,L_vert_sc,25Pct,12,-0.68106732,,-2,-0.587292168,,
conn_ECO,Drainage_NPL,L_vert_sc,50Pct,14,-0.586483417,,-0.684246198,-0.563914129,,
conn_ECO,Drainage_NPL,L_vert_sc,75Pct,15,-0.566044958,,-0.587535887,0.077435201,,
conn_ECO,Drainage_NPL,L_vert_sc,90Pct,18,-0.332624509,,-0.565112331,0.077435201,,
conn_ECO,Drainage_NPL,L_vert_sc,95Pct,22,-0.222721542,,-0.563590874,0.077435201,,
conn_ECO,Drainage_NPL,L_vert_sc,Mean,25,-0.672455937,0.055487347,-0.781209139,-0.563702734,,
conn_ECO,Drainage_NPL,L_vert_sc,Variance,25,0.153489761,0.071556495,0.013241608,0.293737915,,
conn_ECO,Drainage_NPL,L_vert_sc,Std. Deviation,25,0.391777694,0.09132283,0.212788236,0.570767151,,
conn_ECO,Drainage-Lake_NPL,L_vert_sc,5Pct,1,-2,,-2,-1.510226631,,
conn_ECO,Drainage-Lake_NPL,L_vert_sc,10Pct,1,-1.892618974,,-2,-0.991581,,
conn_ECO,Drainage-Lake_NPL,L_vert_sc,25Pct,4,-0.967142803,,-1.896159019,-0.615972798,,
conn_ECO,Drainage-Lake_NPL,L_vert_sc,50Pct,7,-0.543009389,,-0.991439124,-0.425201273,,
conn_ECO,Drainage-Lake_NPL,L_vert_sc,75Pct,10,-0.425978065,,-0.544423036,0.228742458,,
conn_ECO,Drainage-Lake_NPL,L_vert_sc,90Pct,12,0.199748909,,-0.446158976,0.228742458,,
conn_ECO,Drainage-Lake_NPL,L_vert_sc,95Pct,12,0.214245683,,-0.445060847,0.228742458,,
conn_ECO,Drainage-Lake_NPL,L_vert_sc,Mean,13,-0.671987835,0.150829199,-0.967607632,-0.376368037,,
conn_ECO,Drainage-Lake_NPL,L_vert_sc,Variance,13,0.380532571,0.138603028,0.108875629,0.652189514,,
conn_ECO,Drainage-Lake_NPL,L_vert_sc,Std. Deviation,13,0.616873221,0.112343204,0.396684589,0.837061854,,
conn_ECO,Isolated_NPL,L_vert_sc,5Pct,3,-2,,-2,-1.716249396,,
conn_ECO,Isolated_NPL,L_vert_sc,10Pct,3,-2,,-2,-1.659694375,,
conn_ECO,Isolated_NPL,L_vert_sc,25Pct,4,-1.659366763,,-2,-1.658287592,,
conn_ECO,Isolated_NPL,L_vert_sc,50Pct,4,-1.657701109,,-1.659341514,-0.694030859,,
conn_ECO,Isolated_NPL,L_vert_sc,75Pct,12,-0.683440007,,-1.173579053,-0.216803257,,
conn_ECO,Isolated_NPL,L_vert_sc,90Pct,17,-0.246883669,,-0.618788006,0.094587577,,
conn_ECO,Isolated_NPL,L_vert_sc,95Pct,18,-0.215112166,,-0.247522971,0.094587577,,
conn_ECO,Isolated_NPL,L_vert_sc,Mean,22,-1.203932863,0.140806055,-1.47990766,-0.927958066,,
conn_ECO,Isolated_NPL,L_vert_sc,Variance,22,0.411498244,0.07634665,0.261861559,0.561134929,,
conn_ECO,Isolated_NPL,L_vert_sc,Std. Deviation,22,0.641481289,0.059508088,0.524847579,0.758114999,,
conn_ECO,Drainage_SAP,L_vert_sc,5Pct,7,-2,,-2,-1.967874259,,
conn_ECO,Drainage_SAP,L_vert_sc,10Pct,7,-2,,-2,-1.699922351,,
conn_ECO,Drainage_SAP,L_vert_sc,25Pct,7,-2,,-2,-1.203138535,,
conn_ECO,Drainage_SAP,L_vert_sc,50Pct,24,-1.278693896,,-2,-0.805369064,,
conn_ECO,Drainage_SAP,L_vert_sc,75Pct,39,-0.805383494,,-1.294621607,0.543654234,,
conn_ECO,Drainage_SAP,L_vert_sc,90Pct,42,-0.712670813,,-0.805646374,0.543654234,,
conn_ECO,Drainage_SAP,L_vert_sc,95Pct,42,-0.711935636,,-0.805431483,0.543654234,,
conn_ECO,Drainage_SAP,L_vert_sc,Mean,51,-1.363546215,0.140350411,-1.638627966,-1.088464464,,
conn_ECO,Drainage_SAP,L_vert_sc,Variance,51,0.303593119,0.041106487,0.223025885,0.384160354,,
conn_ECO,Drainage_SAP,L_vert_sc,Std. Deviation,51,0.550992849,0.037302197,0.477881887,0.624103811,,
conn_ECO,Drainage-Lake_SAP,L_vert_sc,5Pct,2,-2,,-2,-1.670828772,,
conn_ECO,Drainage-Lake_SAP,L_vert_sc,10Pct,2,-2,,-2,-1.611725855,,
conn_ECO,Drainage-Lake_SAP,L_vert_sc,25Pct,3,-1.789684631,,-2,-1.440103716,,
conn_ECO,Drainage-Lake_SAP,L_vert_sc,50Pct,16,-1.289300893,,-1.672560074,-1.203225912,,
conn_ECO,Drainage-Lake_SAP,L_vert_sc,75Pct,24,-1.014889435,,-1.240283068,-0.906019695,,
conn_ECO,Drainage-Lake_SAP,L_vert_sc,90Pct,28,-0.907658319,,-0.964673042,-0.85067469,,
conn_ECO,Drainage-Lake_SAP,L_vert_sc,95Pct,29,-0.89545879,,-0.909815035,-0.85067469,,
conn_ECO,Drainage-Lake_SAP,L_vert_sc,Mean,32,-1.418198362,0.09564244,-1.6056541,-1.230742624,,
conn_ECO,Drainage-Lake_SAP,L_vert_sc,Variance,32,0.160347879,0.031285484,0.099029458,0.221666301,,
conn_ECO,Drainage-Lake_SAP,L_vert_sc,Std. Deviation,32,0.400434613,0.03906441,0.323869777,0.47699945,,
conn_ECO,Isolated_SAP,L_vert_sc,5Pct,0,-1.58972703,,-1.589824853,-1.534659509,,
conn_ECO,Isolated_SAP,L_vert_sc,10Pct,1,-1.534625438,,-2,-1.275671815,,
conn_ECO,Isolated_SAP,L_vert_sc,25Pct,5,-1.275662265,,-2,-0.998524934,,
conn_ECO,Isolated_SAP,L_vert_sc,50Pct,8,-0.998597423,,-2,-0.968345267,,
conn_ECO,Isolated_SAP,L_vert_sc,75Pct,8,-0.998260414,,-2,-0.968345267,,
conn_ECO,Isolated_SAP,L_vert_sc,90Pct,8,-0.998058209,,-2,-0.968345267,,
conn_ECO,Isolated_SAP,L_vert_sc,95Pct,8,-0.997990807,,-2,-0.968345267,,
conn_ECO,Isolated_SAP,L_vert_sc,Mean,10,-1.133710489,0.08158269,-1.293609624,-0.973811355,,
conn_ECO,Isolated_SAP,L_vert_sc,Variance,10,0.040869822,0.014890042,0.011685875,0.070053769,,
conn_ECO,Isolated_SAP,L_vert_sc,Std. Deviation,10,0.20216286,0.036826849,0.129983562,0.274342159,,
conn_ECO,Drainage_SPL,L_vert_sc,5Pct,11,-2,,-2,-2,,
conn_ECO,Drainage_SPL,L_vert_sc,10Pct,11,-2,,-2,-2,,
conn_ECO,Drainage_SPL,L_vert_sc,25Pct,11,-2,,-2,-1.503366656,,
conn_ECO,Drainage_SPL,L_vert_sc,50Pct,32,-1.141104306,,-2,-0.729599768,,
conn_ECO,Drainage_SPL,L_vert_sc,75Pct,49,-0.662328949,,-1.140580838,-0.179681409,,
conn_ECO,Drainage_SPL,L_vert_sc,90Pct,60,-0.181423739,,-0.662668972,0.026011691,,
conn_ECO,Drainage_SPL,L_vert_sc,95Pct,60,-0.18009976,,-0.661604713,0.026011691,,
conn_ECO,Drainage_SPL,L_vert_sc,Mean,63,-1.285123511,0.149200418,-1.577550957,-0.992696065,,
conn_ECO,Drainage_SPL,L_vert_sc,Variance,63,0.47664415,0.079262562,0.321292382,0.631995917,,
conn_ECO,Drainage_SPL,L_vert_sc,Std. Deviation,63,0.690394199,0.057403844,0.577884731,0.802903666,,
conn_ECO,Drainage-Lake_SPL,L_vert_sc,5Pct,6,-2,,-2,-1.723870077,,
conn_ECO,Drainage-Lake_SPL,L_vert_sc,10Pct,6,-2,,-2,-1.565139308,,
conn_ECO,Drainage-Lake_SPL,L_vert_sc,25Pct,7,-1.652861702,,-2,-1.086761836,,
conn_ECO,Drainage-Lake_SPL,L_vert_sc,50Pct,22,-0.997910393,,-1.726598969,-0.601693579,,
conn_ECO,Drainage-Lake_SPL,L_vert_sc,75Pct,29,-0.601820548,,-1.229721492,0.289027635,,
conn_ECO,Drainage-Lake_SPL,L_vert_sc,90Pct,29,-0.600906023,,-1.085354096,0.289027635,,
conn_ECO,Drainage-Lake_SPL,L_vert_sc,95Pct,31,-0.269984,,-0.6009569,0.289027635,,
conn_ECO,Drainage-Lake_SPL,L_vert_sc,Mean,34,-1.129114711,0.167052722,-1.456532029,-0.801697393,,
conn_ECO,Drainage-Lake_SPL,L_vert_sc,Variance,34,0.358843793,0.063408414,0.234565585,0.483122001,,
conn_ECO,Drainage-Lake_SPL,L_vert_sc,Std. Deviation,34,0.599035719,0.052925403,0.495303835,0.702767604,,
conn_ECO,Isolated_SPL,L_vert_sc,5Pct,3,-2,,-2,-1.346270873,,
conn_ECO,Isolated_SPL,L_vert_sc,10Pct,4,-1.416912741,,-2,-1.263490812,,
conn_ECO,Isolated_SPL,L_vert_sc,25Pct,6,-1.263097302,,-2,-1.156748805,,
conn_ECO,Isolated_SPL,L_vert_sc,50Pct,9,-1.043935941,,-1.263848788,-0.838431628,,
conn_ECO,Isolated_SPL,L_vert_sc,75Pct,9,-1.043196927,,-1.262174021,0.365055779,,
conn_ECO,Isolated_SPL,L_vert_sc,90Pct,14,0.361359398,,-1.043293797,0.365055779,,
conn_ECO,Isolated_SPL,L_vert_sc,95Pct,14,0.363207588,,-1.043138264,0.365055779,,
conn_ECO,Isolated_SPL,L_vert_sc,Mean,15,-1.01746314,0.157043697,-1.32526313,-0.70966315,,
conn_ECO,Isolated_SPL,L_vert_sc,Variance,15,0.322367499,0.180083058,0,0.675323806,,
conn_ECO,Isolated_SPL,L_vert_sc,Std. Deviation,15,0.567774162,0.158586873,0.256949603,0.878598721,,
conn_ECO,Drainage_TPL,L_vert_sc,5Pct,4,-2,,-2,-1.681331622,,
conn_ECO,Drainage_TPL,L_vert_sc,10Pct,4,-2,,-2,-1.652333296,,
conn_ECO,Drainage_TPL,L_vert_sc,25Pct,9,-1.60823127,,-2,-1.461766126,,
