Type,Subpopulation,Indicator,Statistic,NResp,Estimate,StdError,LCB95Pct,UCB95Pct,Lake_origin,ECO
conn_ECO,Drainage_CPL,horiz,5Pct,12,0,,0,0,,
conn_ECO,Drainage_CPL,horiz,10Pct,12,0,,0,0,,
conn_ECO,Drainage_CPL,horiz,25Pct,12,0,,0,0,,
conn_ECO,Drainage_CPL,horiz,50Pct,12,0,,0,0.05026076,,
conn_ECO,Drainage_CPL,horiz,75Pct,16,0.157343836,,0,2.614374882,,
conn_ECO,Drainage_CPL,horiz,90Pct,26,2.079044074,,0.56647811,5.62,,
conn_ECO,Drainage_CPL,horiz,95Pct,28,3.095390474,,1.772601712,5.62,,
conn_ECO,Drainage_CPL,horiz,Mean,32,0.529416448,0.206175753,0.125319397,0.933513499,,
conn_ECO,Drainage_CPL,horiz,Variance,32,1.064517141,0.397122233,0.286171867,1.842862416,,
conn_ECO,Drainage_CPL,horiz,Std. Deviation,32,1.0317544,0.192449983,0.654559364,1.408949435,,
conn_ECO,Drainage-Lake_CPL,horiz,5Pct,3,0,,0,0.224631578,,
conn_ECO,Drainage-Lake_CPL,horiz,10Pct,3,0,,0,1.090779393,,
conn_ECO,Drainage-Lake_CPL,horiz,25Pct,9,0.267783727,,0,8.274841817,,
conn_ECO,Drainage-Lake_CPL,horiz,50Pct,18,6.718732727,,0,8.487825802,,
conn_ECO,Drainage-Lake_CPL,horiz,75Pct,19,8.409712997,,0.228034691,321.5,,
conn_ECO,Drainage-Lake_CPL,horiz,90Pct,19,8.494107442,,1.091855428,321.5,,
conn_ECO,Drainage-Lake_CPL,horiz,95Pct,22,23.10385572,,8.470200924,321.5,,
conn_ECO,Drainage-Lake_CPL,horiz,Mean,25,9.288249888,3.041401717,3.32721206,15.24928772,,
conn_ECO,Drainage-Lake_CPL,horiz,Variance,25,664.3830257,472.7199193,0,1590.897042,,
conn_ECO,Drainage-Lake_CPL,horiz,Std. Deviation,25,25.77562852,9.169900918,7.802952981,43.74830406,,
conn_ECO,Isolated_CPL,horiz,5Pct,2,0,,0,0.560743639,,
conn_ECO,Isolated_CPL,horiz,10Pct,2,0,,0,0.563834912,,
conn_ECO,Isolated_CPL,horiz,25Pct,4,0.563965357,,0.102203579,1.845342496,,
conn_ECO,Isolated_CPL,horiz,50Pct,8,2.017712337,,0.560339625,6.032920972,,
conn_ECO,Isolated_CPL,horiz,75Pct,10,5.931400481,,1.849367183,8.27,,
conn_ECO,Isolated_CPL,horiz,90Pct,11,8.212322919,,5.854059658,8.27,,
conn_ECO,Isolated_CPL,horiz,95Pct,11,8.241161459,,5.928295664,8.27,,
conn_ECO,Isolated_CPL,horiz,Mean,12,3.145227912,0.797614572,1.581932077,4.708523748,,
conn_ECO,Isolated_CPL,horiz,Variance,12,8.81290987,2.188058775,4.524393475,13.10142627,,
conn_ECO,Isolated_CPL,horiz,Std. Deviation,12,2.968654556,0.36852701,2.246354888,3.690954223,,
conn_ECO,Drainage_NAP,horiz,5Pct,5,0.019146891,,0,0.046231906,,
conn_ECO,Drainage_NAP,horiz,10Pct,6,0.047564662,,0.017798497,0.089976668,,
conn_ECO,Drainage_NAP,horiz,25Pct,19,0.344789116,,0.047607114,0.650303168,,
conn_ECO,Drainage_NAP,horiz,50Pct,32,0.952360943,,0.348677738,1.347648494,,
conn_ECO,Drainage_NAP,horiz,75Pct,35,1.349062541,,0.954034381,7.164413631,,
conn_ECO,Drainage_NAP,horiz,90Pct,38,2.18481089,,1.349635148,25.02,,
conn_ECO,Drainage_NAP,horiz,95Pct,39,3.319460992,,1.785603549,25.02,,
conn_ECO,Drainage_NAP,horiz,Mean,42,1.127213994,0.177434655,0.779448459,1.474979528,,
conn_ECO,Drainage_NAP,horiz,Variance,42,2.461497425,1.282415197,0,4.974985025,,
conn_ECO,Drainage_NAP,horiz,Std. Deviation,42,1.568916003,0.408694664,0.767889181,2.369942825,,
conn_ECO,Drainage-Lake_NAP,horiz,5Pct,3,0.15611947,,0,0.189261591,,
conn_ECO,Drainage-Lake_NAP,horiz,10Pct,5,0.18912726,,0.036557395,0.220745251,,
conn_ECO,Drainage-Lake_NAP,horiz,25Pct,8,0.22973591,,0.037915868,0.739822234,,
conn_ECO,Drainage-Lake_NAP,horiz,50Pct,17,0.891406352,,0.189419517,2.891068425,,
conn_ECO,Drainage-Lake_NAP,horiz,75Pct,22,2.879386414,,0.222832148,8,,
conn_ECO,Drainage-Lake_NAP,horiz,90Pct,22,2.893775047,,0.242520892,8,,
conn_ECO,Drainage-Lake_NAP,horiz,95Pct,22,2.898571258,,0.266826658,8,,
conn_ECO,Drainage-Lake_NAP,horiz,Mean,27,1.656525942,0.477980141,0.71970208,2.593349804,,
conn_ECO,Drainage-Lake_NAP,horiz,Variance,27,2.312954676,0.5079582,1.317374898,3.308534455,,
conn_ECO,Drainage-Lake_NAP,horiz,Std. Deviation,27,1.520840122,0.166999211,1.193527683,1.848152561,,
conn_ECO,Isolated_NAP,horiz,5Pct,0,0.237118259,,0.2343485,0.239888017,,
conn_ECO,Isolated_NAP,horiz,10Pct,1,0.241179906,,0,0.246087667,,
conn_ECO,Isolated_NAP,horiz,25Pct,1,0.247127393,,0.241011426,0.345834818,,
conn_ECO,Isolated_NAP,horiz,50Pct,5,0.563894174,,0.245868218,1.064702942,,
conn_ECO,Isolated_NAP,horiz,75Pct,6,0.648745406,,0.347262278,2.51,,
conn_ECO,Isolated_NAP,horiz,90Pct,8,2.503789641,,0.643089198,2.51,,
conn_ECO,Isolated_NAP,horiz,95Pct,8,2.506894821,,0.645989139,2.51,,
conn_ECO,Isolated_NAP,horiz,Mean,9,0.799231138,0.253103763,0.303156879,1.295305397,,
conn_ECO,Isolated_NAP,horiz,Variance,9,0.613501904,0.357415078,0,1.314022584,,
conn_ECO,Isolated_NAP,horiz,Std. Deviation,9,0.783263624,0.228157587,0.33608297,1.230444278,,
conn_ECO,Drainage_NPL,horiz,5Pct,5,0,,0,0.045547781,,
conn_ECO,Drainage_NPL,horiz,10Pct,5,0.045233678,,0,0.04724275,,
conn_ECO,Drainage_NPL,horiz,25Pct,5,0.04863154,,0.044561033,0.194863682,,
conn_ECO,Drainage_NPL,horiz,50Pct,6,0.197730355,,0.046668318,2.395849132,,
conn_ECO,Drainage_NPL,horiz,75Pct,11,2.374646343,,0.19351157,37.5,,
conn_ECO,Drainage_NPL,horiz,90Pct,17,7.440422625,,2.387160373,37.35269902,,
conn_ECO,Drainage_NPL,horiz,95Pct,20,15.75788415,,5.379661214,37.5,,
conn_ECO,Drainage_NPL,horiz,Mean,25,2.787397465,0.959713422,0.906393722,4.668401208,,
conn_ECO,Drainage_NPL,horiz,Variance,25,34.40970621,14.73115447,5.53717399,63.28223843,,
conn_ECO,Drainage_NPL,horiz,Std. Deviation,25,5.865978709,1.255643364,3.404962938,8.326994479,,
conn_ECO,Drainage-Lake_NPL,horiz,5Pct,1,0,,0,0.245471838,,
conn_ECO,Drainage-Lake_NPL,horiz,10Pct,1,0.048584107,,0,0.631691323,,
conn_ECO,Drainage-Lake_NPL,horiz,25Pct,4,1.444078779,,0.045216512,3.374266604,,
conn_ECO,Drainage-Lake_NPL,horiz,50Pct,7,3.511634402,,0.633256865,12.55222693,,
conn_ECO,Drainage-Lake_NPL,horiz,75Pct,8,9.82575263,,3.502375956,44.3,,
conn_ECO,Drainage-Lake_NPL,horiz,90Pct,11,41.63867779,,12.55086312,44.3,,
conn_ECO,Drainage-Lake_NPL,horiz,95Pct,12,43.4320146,,22.49212033,44.3,,
conn_ECO,Drainage-Lake_NPL,horiz,Mean,13,10.03461917,2.937609286,4.277010765,15.79222757,,
conn_ECO,Drainage-Lake_NPL,horiz,Variance,13,183.2384091,71.35600214,43.38321481,323.0936034,,
conn_ECO,Drainage-Lake_NPL,horiz,Std. Deviation,13,13.53655824,2.635677432,8.370725402,18.70239109,,
conn_ECO,Isolated_NPL,horiz,5Pct,3,0,,0,0.023002679,,
conn_ECO,Isolated_NPL,horiz,10Pct,3,0,,0,0.192560473,,
conn_ECO,Isolated_NPL,horiz,25Pct,5,0.420202457,,0,0.425822418,,
conn_ECO,Isolated_NPL,horiz,50Pct,5,0.427724441,,0.199296615,2.002867939,,
conn_ECO,Isolated_NPL,horiz,75Pct,11,1.948312909,,0.429592761,34.16313128,,
conn_ECO,Isolated_NPL,horiz,90Pct,19,20.87298654,,2.142005166,80,,
conn_ECO,Isolated_NPL,horiz,95Pct,20,34.25949964,,2.549971125,80,,
conn_ECO,Isolated_NPL,horiz,Mean,22,5.705113476,2.544776056,0.717444059,10.69278289,,
conn_ECO,Isolated_NPL,horiz,Variance,22,219.9014246,115.7618164,0,446.7904155,,
conn_ECO,Isolated_NPL,horiz,Std. Deviation,22,14.82907363,3.903204587,7.178933211,22.47921404,,
conn_ECO,Drainage_SAP,horiz,5Pct,7,0,,0,0.009657321,,
conn_ECO,Drainage_SAP,horiz,10Pct,7,0,,0,0.060760097,,
conn_ECO,Drainage_SAP,horiz,25Pct,7,0,,0,0.105359574,,
conn_ECO,Drainage_SAP,horiz,50Pct,15,0.104868329,,0,0.300881886,,
conn_ECO,Drainage_SAP,horiz,75Pct,24,0.297460838,,0.108397564,1.77622732,,
conn_ECO,Drainage_SAP,horiz,90Pct,31,0.968298474,,0.129860978,26.9,,
conn_ECO,Drainage_SAP,horiz,95Pct,37,1.409408593,,0.969151659,11.44973688,,
conn_ECO,Drainage_SAP,horiz,Mean,51,0.696618349,0.212394268,0.280333232,1.112903465,,
conn_ECO,Drainage_SAP,horiz,Variance,51,6.704877035,3.305159727,0.226883006,13.18287106,,
conn_ECO,Drainage_SAP,horiz,Std. Deviation,51,2.589377731,0.63821506,1.3384992,3.840256263,,
conn_ECO,Drainage-Lake_SAP,horiz,5Pct,3,0,,0,0.064557123,,
conn_ECO,Drainage-Lake_SAP,horiz,10Pct,3,0,,0,0.066767783,,
conn_ECO,Drainage-Lake_SAP,horiz,25Pct,4,0.061283191,,0,0.164503867,,
conn_ECO,Drainage-Lake_SAP,horiz,50Pct,11,0.170216349,,0.06310127,0.585138307,,
conn_ECO,Drainage-Lake_SAP,horiz,75Pct,17,0.597080218,,0.20074062,2.264765703,,
conn_ECO,Drainage-Lake_SAP,horiz,90Pct,26,2.264892603,,0.890139192,5.789057991,,
conn_ECO,Drainage-Lake_SAP,horiz,95Pct,29,5.075473191,,1.406525316,6.35,,
conn_ECO,Drainage-Lake_SAP,horiz,Mean,32,0.720808233,0.219309585,0.290969344,1.150647122,,
conn_ECO,Drainage-Lake_SAP,horiz,Variance,32,2.106433307,0.830047515,0.479570072,3.733296543,,
conn_ECO,Drainage-Lake_SAP,horiz,Std. Deviation,32,1.451355679,0.285955926,0.890892362,2.011818996,,
conn_ECO,Isolated_SAP,horiz,5Pct,0,0.118631538,,0.111163147,0.17692269,,
conn_ECO,Isolated_SAP,horiz,10Pct,2,0.177047506,,0,0.410833217,,
conn_ECO,Isolated_SAP,horiz,25Pct,5,0.41071149,,0,0.415590172,,
conn_ECO,Isolated_SAP,horiz,50Pct,5,0.414637227,,0,2.61,,
conn_ECO,Isolated_SAP,horiz,75Pct,5,0.418562964,,0,2.61,,
conn_ECO,Isolated_SAP,horiz,90Pct,7,0.821478693,,0.418239264,2.61,,
conn_ECO,Isolated_SAP,horiz,95Pct,9,2.600132878,,0.456928191,2.61,,
conn_ECO,Isolated_SAP,horiz,Mean,10,0.517045029,0.10672575,0.307866402,0.726223656,,
conn_ECO,Isolated_SAP,horiz,Variance,10,0.255609384,0.217415498,0,0.681735929,,
conn_ECO,Isolated_SAP,horiz,Std. Deviation,10,0.505578267,0.215016658,0.084153362,0.927003171,,
conn_ECO,Drainage_SPL,horiz,5Pct,13,0,,0,0,,
conn_ECO,Drainage_SPL,horiz,10Pct,13,0,,0,0,,
conn_ECO,Drainage_SPL,horiz,25Pct,13,0,,0,0.091353089,,
conn_ECO,Drainage_SPL,horiz,50Pct,16,0.095732827,,0,1.735594392,,
conn_ECO,Drainage_SPL,horiz,75Pct,43,1.747118616,,0.098692029,11.31717705,,
conn_ECO,Drainage_SPL,horiz,90Pct,57,6.739048499,,1.743196406,24.7,,
conn_ECO,Drainage_SPL,horiz,95Pct,57,6.749046811,,2.17800901,24.7,,
conn_ECO,Drainage_SPL,horiz,Mean,63,1.74678091,0.579706398,0.610577249,2.882984572,,
conn_ECO,Drainage_SPL,horiz,Variance,63,9.161113893,2.874365131,3.527461758,14.79476603,,
conn_ECO,Drainage_SPL,horiz,Std. Deviation,63,3.026733205,0.474829616,2.096084259,3.957382151,,
conn_ECO,Drainage-Lake_SPL,horiz,5Pct,6,0,,0,0.0224201,,
conn_ECO,Drainage-Lake_SPL,horiz,10Pct,6,0,,0,0.150770367,,
conn_ECO,Drainage-Lake_SPL,horiz,25Pct,8,0.151212663,,0,0.154376283,,
conn_ECO,Drainage-Lake_SPL,horiz,50Pct,11,0.554616721,,0.150238736,3.796889293,,
conn_ECO,Drainage-Lake_SPL,horiz,75Pct,25,3.79088083,,0.688517157,13.42367057,,
conn_ECO,Drainage-Lake_SPL,horiz,90Pct,29,10.13041255,,3.79092829,147.25,,
conn_ECO,Drainage-Lake_SPL,horiz,95Pct,29,10.14179201,,3.798245475,147.25,,
conn_ECO,Drainage-Lake_SPL,horiz,Mean,34,4.590292883,2.01452354,0.641899297,8.538686468,,
conn_ECO,Drainage-Lake_SPL,horiz,Variance,34,261.9446545,206.9407105,0,667.540994,,
conn_ECO,Drainage-Lake_SPL,horiz,Std. Deviation,34,16.18470434,6.393095178,3.654468039,28.71494064,,
conn_ECO,Isolated_SPL,horiz,5Pct,3,0.272296145,,0,0.397642987,,
conn_ECO,Isolated_SPL,horiz,10Pct,4,0.338153197,,0,0.803725602,,
conn_ECO,Isolated_SPL,horiz,25Pct,7,0.806339492,,0.095662328,0.840281258,,
conn_ECO,Isolated_SPL,horiz,50Pct,9,0.928581447,,0.801780445,2.86069117,,
conn_ECO,Isolated_SPL,horiz,75Pct,9,0.929689703,,0.813123265,17.27777778,,
conn_ECO,Isolated_SPL,horiz,90Pct,13,15.31205342,,0.929543266,17.27777778,,
conn_ECO,Isolated_SPL,horiz,95Pct,13,15.35671791,,0.929777161,17.27777778,,
conn_ECO,Isolated_SPL,horiz,Mean,15,2.576439357,1.380347486,-0.128992002,5.281870715,,
conn_ECO,Isolated_SPL,horiz,Variance,15,21.48647383,15.26855791,0,51.41229744,,
conn_ECO,Isolated_SPL,horiz,Std. Deviation,15,4.635350454,1.646969098,1.407350339,7.86335057,,
conn_ECO,Drainage_TPL,horiz,5Pct,6,0,,0,0.0390601,,
conn_ECO,Drainage_TPL,horiz,10Pct,6,0,,0,0.091560414,,
conn_ECO,Drainage_TPL,horiz,25Pct,11,0.092650792,,0,0.099906529,,
conn_ECO,Drainage_TPL,horiz,50Pct,21,0.217829816,,0.097667664,0.393737781,,
conn_ECO,Drainage_TPL,horiz,75Pct,31,0.740592774,,0.338047829,1.347762736,,
conn_ECO,Drainage_TPL,horiz,90Pct,37,1.349865587,,0.847111779,16.6,,
conn_ECO,Drainage_TPL,horiz,95Pct,40,2.262754428,,1.347553769,16.6,,
conn_ECO,Drainage_TPL,horiz,Mean,42,0.886647202,0.399556699,0.103530461,1.669763942,,
conn_ECO,Drainage_TPL,horiz,Variance,42,6.860985594,5.897248776,0,18.4193808,,
conn_ECO,Drainage_TPL,horiz,Std. Deviation,42,2.619348315,1.125709159,0.412998906,4.825697723,,
conn_ECO,Drainage-Lake_TPL,horiz,5Pct,8,0,,0,0.046971833,,
conn_ECO,Drainage-Lake_TPL,horiz,10Pct,9,0.025942346,,0,0.066488721,,
conn_ECO,Drainage-Lake_TPL,horiz,25Pct,13,0.089834029,,0,0.273374263,,
conn_ECO,Drainage-Lake_TPL,horiz,50Pct,24,0.273590242,,0.023547888,1.377054939,,
conn_ECO,Drainage-Lake_TPL,horiz,75Pct,24,0.279461993,,0.063419645,11.9,,
conn_ECO,Drainage-Lake_TPL,horiz,90Pct,29,1.375430648,,0.279022897,11.9,,
conn_ECO,Drainage-Lake_TPL,horiz,95Pct,32,4.223028186,,1.369197829,11.9,,
conn_ECO,Drainage-Lake_TPL,horiz,Mean,35,0.916444118,0.395753349,0.140781808,1.692106428,,
conn_ECO,Drainage-Lake_TPL,horiz,Variance,35,5.018617148,3.26568994,0,11.41925181,,
conn_ECO,Drainage-Lake_TPL,horiz,Std. Deviation,35,2.24022703,0.728874774,0.811658725,3.668795336,,
conn_ECO,Isolated_TPL,horiz,5Pct,7,0,,0,0.077789036,,
conn_ECO,Isolated_TPL,horiz,10Pct,7,0,,0,0.078601843,,
conn_ECO,Isolated_TPL,horiz,25Pct,8,0.079218576,,0,1.295833681,,
conn_ECO,Isolated_TPL,horiz,50Pct,21,1.607780642,,0.079148933,9.688269428,,
conn_ECO,Isolated_TPL,horiz,75Pct,27,9.685455788,,1.609755425,33.76013564,,
conn_ECO,Isolated_TPL,horiz,90Pct,30,32.1005082,,3.991952501,34,,
conn_ECO,Isolated_TPL,horiz,95Pct,30,32.33693489,,9.669217904,34,,
conn_ECO,Isolated_TPL,horiz,Mean,32,8.530342165,3.375578277,1.914330314,15.14635402,,
conn_ECO,Isolated_TPL,horiz,Variance,32,152.6070728,58.05734741,38.81676285,266.3973828,,
conn_ECO,Isolated_TPL,horiz,Std. Deviation,32,12.35342353,2.349848497,7.747805103,16.95904195,,
conn_ECO,Drainage_UMW,horiz,5Pct,9,0,,0,0,,
conn_ECO,Drainage_UMW,horiz,10Pct,9,0,,0,0,,
conn_ECO,Drainage_UMW,horiz,25Pct,9,0,,0,0.091506637,,
conn_ECO,Drainage_UMW,horiz,50Pct,14,0.09484614,,0,0.199957581,,
conn_ECO,Drainage_UMW,horiz,75Pct,21,0.328444856,,0.191845966,1.769968909,,
conn_ECO,Drainage_UMW,horiz,90Pct,32,1.905572583,,0.362393867,12.93263919,,
conn_ECO,Drainage_UMW,horiz,95Pct,36,10.84626463,,1.767377954,13,,
conn_ECO,Drainage_UMW,horiz,Mean,38,1.021751297,0.483892764,0.073338907,1.970163687,,
conn_ECO,Drainage_UMW,horiz,Variance,38,8.629595186,5.312553938,0,19.04200957,,
conn_ECO,Drainage_UMW,horiz,Std. Deviation,38,2.937617263,0.904228404,1.165362158,4.709872369,,
conn_ECO,Drainage-Lake_UMW,horiz,5Pct,4,0,,0,0.037976006,,
conn_ECO,Drainage-Lake_UMW,horiz,10Pct,4,0,,0,0.046053648,,
conn_ECO,Drainage-Lake_UMW,horiz,25Pct,11,0.039886643,,0,0.13310869,,
conn_ECO,Drainage-Lake_UMW,horiz,50Pct,26,0.267915386,,0.051559095,0.530922057,,
conn_ECO,Drainage-Lake_UMW,horiz,75Pct,34,0.535947823,,0.294525608,2.994071228,,
conn_ECO,Drainage-Lake_UMW,horiz,90Pct,37,0.849690137,,0.5390336,257.9,,
conn_ECO,Drainage-Lake_UMW,horiz,95Pct,40,2.99585999,,0.842659455,257.9,,
conn_ECO,Drainage-Lake_UMW,horiz,Mean,44,10.32928231,7.967361206,-5.28645871,25.94502332,,
conn_ECO,Drainage-Lake_UMW,horiz,Variance,44,2444.214333,1892.577531,0,6153.598132,,
conn_ECO,Drainage-Lake_UMW,horiz,Std. Deviation,44,49.43899607,19.1405336,11.92423957,86.95375258,,
conn_ECO,Isolated_UMW,horiz,5Pct,13,0,,0,0,,
conn_ECO,Isolated_UMW,horiz,10Pct,13,0,,0,0,,
conn_ECO,Isolated_UMW,horiz,25Pct,13,0,,0,0,,
conn_ECO,Isolated_UMW,horiz,50Pct,13,0.019395951,,0,0.214739292,,
conn_ECO,Isolated_UMW,horiz,75Pct,25,0.626873703,,0.201238704,3.471167902,,
conn_ECO,Isolated_UMW,horiz,90Pct,38,3.459238498,,0.404390569,4.055555556,,
conn_ECO,Isolated_UMW,horiz,95Pct,38,3.482121648,,0.633305688,4.055555556,,
conn_ECO,Isolated_UMW,horiz,Mean,40,0.636212208,0.289885679,0.068046718,1.204377699,,
conn_ECO,Isolated_UMW,horiz,Variance,40,1.373358173,0.673128642,0.054050278,2.692666068,,
conn_ECO,Isolated_UMW,horiz,Std. Deviation,40,1.171903654,0.287194532,0.609012715,1.734794592,,
conn_ECO,Drainage_WMT,horiz,5Pct,7,0,,0,0.079825793,,
conn_ECO,Drainage_WMT,horiz,10Pct,7,0.047053928,,0,0.094614076,,
conn_ECO,Drainage_WMT,horiz,25Pct,11,0.09952457,,0.091720288,0.647387151,,
conn_ECO,Drainage_WMT,horiz,50Pct,30,1.138310617,,0.641474299,1.891043332,,
conn_ECO,Drainage_WMT,horiz,75Pct,47,5.733708815,,1.391198497,11.45624575,,
conn_ECO,Drainage_WMT,horiz,90Pct,52,9.665482764,,4.348943073,545.66,,
conn_ECO,Drainage_WMT,horiz,95Pct,60,19.44850601,,11.45226792,60.11548426,,
conn_ECO,Drainage_WMT,horiz,Mean,69,5.23707446,1.361149645,2.569270178,7.904878742,,
conn_ECO,Drainage_WMT,horiz,Variance,69,520.0640308,394.9310404,0,1294.114646,,
conn_ECO,Drainage_WMT,horiz,Std. Deviation,69,22.80491243,8.658902807,5.833774779,39.77605007,,
conn_ECO,Drainage-Lake_WMT,horiz,5Pct,2,0.036462173,,0,0.03924427,,
conn_ECO,Drainage-Lake_WMT,horiz,10Pct,2,0.038870099,,0.026386942,0.089504297,,
conn_ECO,Drainage-Lake_WMT,horiz,25Pct,8,0.543451436,,0.039079507,1.41344012,,
conn_ECO,Drainage-Lake_WMT,horiz,50Pct,18,2.124069561,,1.018432691,4.581484564,,
conn_ECO,Drainage-Lake_WMT,horiz,75Pct,28,19.03020334,,4.547931366,44.4166542,,
conn_ECO,Drainage-Lake_WMT,horiz,90Pct,34,46.41965733,,33.45962637,108.0106486,,
conn_ECO,Drainage-Lake_WMT,horiz,95Pct,38,80.78742261,,46.82166799,121.9107601,,
conn_ECO,Drainage-Lake_WMT,horiz,Mean,42,15.53978444,3.498589126,8.68267576,22.39689313,,
conn_ECO,Drainage-Lake_WMT,horiz,Variance,42,778.4252788,240.9104157,306.2495406,1250.601017,,
conn_ECO,Drainage-Lake_WMT,horiz,Std. Deviation,42,27.90027381,4.317348591,19.43842606,36.36212156,,
conn_ECO,Isolated_WMT,horiz,5Pct,2,0.263369098,,0,0.26789953,,
conn_ECO,Isolated_WMT,horiz,10Pct,3,0.267630888,,0,0.269074344,,
conn_ECO,Isolated_WMT,horiz,25Pct,4,0.289141158,,0,0.742798139,,
conn_ECO,Isolated_WMT,horiz,50Pct,8,0.744274091,,0.26949741,3.646584591,,
conn_ECO,Isolated_WMT,horiz,75Pct,13,2.517658603,,0.74017154,14.72,,
conn_ECO,Isolated_WMT,horiz,90Pct,18,14.58245947,,2.513004776,14.72,,
conn_ECO,Isolated_WMT,horiz,95Pct,18,14.65122973,,2.515813459,14.72,,
conn_ECO,Isolated_WMT,horiz,Mean,19,3.263791387,1.603942089,0.120122658,6.407460115,,
conn_ECO,Isolated_WMT,horiz,Variance,19,26.31152309,14.0839073,0,53.91547416,,
conn_ECO,Isolated_WMT,horiz,Std. Deviation,19,5.129475908,1.372840769,2.438757445,7.820194372,,
conn_ECO,Drainage_XER,horiz,5Pct,4,0,,0,0.016717614,,
conn_ECO,Drainage_XER,horiz,10Pct,4,0.015901,,0,0.018640933,,
conn_ECO,Drainage_XER,horiz,25Pct,11,0.490608376,,0.017796163,2.324062154,,
conn_ECO,Drainage_XER,horiz,50Pct,16,7.434979584,,2.320873477,13.50087959,,
conn_ECO,Drainage_XER,horiz,75Pct,20,13.6568083,,7.444853372,57.70012972,,
conn_ECO,Drainage_XER,horiz,90Pct,24,23.02599882,,13.76552375,57.52443467,,
conn_ECO,Drainage_XER,horiz,95Pct,26,49.166407,,22.89552122,92,,
conn_ECO,Drainage_XER,horiz,Mean,30,11.49284239,1.743700233,8.075252732,14.91043204,,
conn_ECO,Drainage_XER,horiz,Variance,30,257.2594384,91.73876001,77.45477275,437.064104,,
conn_ECO,Drainage_XER,horiz,Std. Deviation,30,16.03930916,2.859810204,10.43418416,21.64443416,,
conn_ECO,Drainage-Lake_XER,horiz,5Pct,1,0.159103801,,0.156530426,0.495344232,,
conn_ECO,Drainage-Lake_XER,horiz,10Pct,3,1.035355487,,0,1.394227134,,
conn_ECO,Drainage-Lake_XER,horiz,25Pct,4,1.39588758,,1.04987197,1.99058997,,
conn_ECO,Drainage-Lake_XER,horiz,50Pct,6,1.998122501,,1.39713169,18.02425229,,
conn_ECO,Drainage-Lake_XER,horiz,75Pct,22,22.08335818,,3.692548229,85.43777898,,
conn_ECO,Drainage-Lake_XER,horiz,90Pct,28,74.38031551,,35.20861425,186,,
conn_ECO,Drainage-Lake_XER,horiz,95Pct,30,96.09225044,,36.36447342,186,,
conn_ECO,Drainage-Lake_XER,horiz,Mean,34,19.36962818,6.096338475,7.42102433,31.31823203,,
conn_ECO,Drainage-Lake_XER,horiz,Variance,34,1159.094624,422.8039161,330.4141762,1987.775072,,
conn_ECO,Drainage-Lake_XER,horiz,Std. Deviation,34,34.04547876,6.20939889,21.87528057,46.21567696,,
conn_ECO,Isolated_XER,horiz,5Pct,0,0.191631058,,0.190760001,0.192502116,,
conn_ECO,Isolated_XER,horiz,10Pct,0,0.193262117,,0.191520003,0.195004231,,
conn_ECO,Isolated_XER,horiz,25Pct,0,0.198155292,,0.193800006,0.770222422,,
conn_ECO,Isolated_XER,horiz,50Pct,3,0.821379279,,0.194457194,7.24980603,,
conn_ECO,Isolated_XER,horiz,75Pct,4,1.348467395,,0.267807894,20.4,,
conn_ECO,Isolated_XER,horiz,90Pct,6,20.20300776,,1.348156238,20.4,,
conn_ECO,Isolated_XER,horiz,95Pct,6,20.30150388,,1.349107029,20.4,,
conn_ECO,Isolated_XER,horiz,Mean,7,3.127121796,1.692066508,-0.189267619,6.443511211,,
conn_ECO,Isolated_XER,horiz,Variance,7,36.30986403,25.4065542,0,86.10579523,,
conn_ECO,Isolated_XER,horiz,Std. Deviation,7,6.025766676,2.108159473,1.893850036,10.15768332,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,horiz,5Pct,9,0,,0,0,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,horiz,10Pct,9,0,,0,0,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,horiz,25Pct,9,0,,0,0,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,horiz,50Pct,9,0,,0,0,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,horiz,75Pct,11,0.146264541,,0,3.093398913,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,horiz,90Pct,17,2.617175186,,0.156130411,3.1,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,horiz,95Pct,18,3.094830326,,1.770182934,3.1,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,horiz,Mean,19,0.522878624,0.24620604,0.040323652,1.005433595,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,horiz,Variance,19,1.050964132,0.468214651,0.13328028,1.968647984,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,horiz,Std. Deviation,19,1.025165417,0.228360537,0.577586988,1.472743845,,
conn_ECO_LO,Drainage-Lake_CPL_MAN_MADE,horiz,5Pct,3,0,,0,0.117778475,,
conn_ECO_LO,Drainage-Lake_CPL_MAN_MADE,horiz,10Pct,3,0,,0,0.223229853,,
conn_ECO_LO,Drainage-Lake_CPL_MAN_MADE,horiz,25Pct,3,0,,0,0.268665929,,
conn_ECO_LO,Drainage-Lake_CPL_MAN_MADE,horiz,50Pct,6,0.266697443,,0,6.525528476,,
conn_ECO_LO,Drainage-Lake_CPL_MAN_MADE,horiz,75Pct,8,1.849105015,,0.221991019,80.66,,
