SITE_ID,VISIT_NO,SAM_CODE,ALUMINUM_RESULT_mgL,AMMONIA_N_RESULT_mgL,ANC_RESULT_ueqL,CALCIUM_RESULT_mgL,CHLORIDE_RESULT_mgL,COLOR_RESULT_PtCo,COND_RESULT_uscm,DOC_RESULT_mgL,MAGNESIUM_RESULT_mgL,NITRATE_N_RESULT_mgL,NITRATE_NITRITE_N_RESULT_mgL,NITRITE_N_RESULT_mgL,NTL_RESULT_mgL,PH_RESULT,POTASSIUM_RESULT_mgL,PTL_RESULT_ugL,SILICA_RESULT_mgL,SODIUM_RESULT_mgL,SULFATE_RESULT_mgL,TOC_RESULT_mgL,TSS_RESULT_mgL,TURB_RESULT_NTU,ALUMINUM_BATCH_ID,AMMONIA_N_BATCH_ID,ANC_BATCH_ID,CALCIUM_BATCH_ID,CHLORIDE_BATCH_ID,COLOR_BATCH_ID,COND_BATCH_ID,DOC_BATCH_ID,MAGNESIUM_BATCH_ID,NITRATE_N_BATCH_ID,NITRATE_NITRITE_N_BATCH_ID,NITRITE_N_BATCH_ID,NTL_BATCH_ID,PH_BATCH_ID,POTASSIUM_BATCH_ID,PTL_BATCH_ID,SILICA_BATCH_ID,SODIUM_BATCH_ID,SULFATE_BATCH_ID,TOC_BATCH_ID,TSS_BATCH_ID,TURB_BATCH_ID,ANC_FLAG,CALCIUM_FLAG,CHLORIDE_FLAG,COLOR_FLAG,COND_FLAG,DOC_FLAG,MAGNESIUM_FLAG,NITRATE_N_FLAG,NITRATE_NITRITE_N_FLAG,NTL_FLAG,PH_FLAG,POTASSIUM_FLAG,PTL_FLAG,SILICA_FLAG,SODIUM_FLAG,SULFATE_FLAG,TSS_FLAG,TURB_FLAG,CHEM_SAMPLE_ID
NLA12_UT-165,1,REGULAR,0.066,0.017,329.1,3.667,0.534,23,35.1,6.25,1.215,0.002,0.002,0,0.641,7.6,1.144,41,0.211,0.99,0.522,NA,NA,0.9,121026.1,120711.1,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640820
NLA12_WV-111,1,REGULAR,0.01,0.011,2017,18.05,2.008,9,230,2.76,4.218,0.002,0.002,0,0.245,8.35,1.218,11,0.096,27.04,17.584,NA,NA,1.16,121026.1,120710.2,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624110
NLA12_NV-109,1,REGULAR,0,0.0098,22163,9.398,1996.31,4,8483,9.5,105.9,0,0,0,0.606,9.18,113.1,83,1.183,1731,296.485,NA,NA,0.92,121026.1,120710.2,120702.1,121026.1,120703.1,120629.1,120702.1,120724.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645680
NLA12_KS-107,1,REGULAR,0.006,0.013,1529,17.47,29.508,17,304,4.06,11.61,0.002,0.002,0,0.368,9.24,0.887,28,5.814,25.87,31.082,NA,NA,2.79,121026.1,120710.2,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644450
NLA12_RI-104,1,REGULAR,0.09,0.0082,109.7,2.678,17.923,53,82,6.33,0.665,0.003,0.003,0,0.303,6.85,0.853,20,4.412,11.58,2.792,NA,NA,1.49,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120628.1,121025.1,120705.1,120628.2,121025.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641660
NLA12_PA-118,1,REGULAR,NA,0.05,262.6,7.78,6.03,10,63.9,3.02,0.839,0.04,0.024,NA,0.3,7.4,1,14,0.914,1.56,4.89,NA,0,1.86,NA,0911-916,0911-916,0911-916,0911-916,0911-916,0911-916,0911-916,0911-916,0911-916,0911-916,NA,0911-916,0911-916,0911-916,0911-916,0911-916,0911-916,0911-916,NA,0911-916,0911-916,NA,NA,NA,NA,NA,NA,NA,LAB5,LAB6,NA,LAB4,LAB7,NA,LAB1,NA,NA,LAB2,LAB3,620360
NLA12_PA-109,1,REGULAR,NA,0.08,86.4,3.076,2.99,20,31.8,3.83,0.307,0.04,0.016,NA,0.27,7,1,10,0.745,2.106,3.47,NA,0,1.6,NA,0911-913,0911-913,0911-913,0911-913,0911-913,0911-913,0911-913,0911-913,0911-913,0911-913,NA,0911-913,0911-913,0911-913,0911-913,0911-913,0911-913,0911-913,NA,0911-913,0911-913,NA,NA,NA,NA,NA,LAB1,NA,LAB5,LAB6,NA,LAB7,LAB2,NA,LAB3,NA,NA,LAB4,NA,620570
NLA12_NY-0102,1,REGULAR,0.062,0.024,76.8,2.325,2.277,36,28.2,5.07,0.525,0.135,0.136,0.002,0.396,6.61,0.31,16,5.281,2.153,2.995,NA,NA,0.79,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120628.1,121025.1,120705.1,120628.2,121025.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628190
NLA12_WV-R01,1,REGULAR,0,0.0057,100.2,2.492,0.377,6,22,1.91,0.596,0.002,0.002,0,0.134,6.87,0.415,7,2.157,0.399,3.626,NA,NA,0.69,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120628.1,121025.1,120705.1,120628.2,121025.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636230
NLA12_DE-102,1,REGULAR,0.019,0.013,876.7,14.62,16.547,30,177.9,5.5,5.694,0.002,0.002,0,1.495,8.29,2.89,227,17.644,8.889,21.425,NA,NA,22.36,121031.1,120711.1,120630.1,121031.1,120703.1,120630.1,120630.1,120724.1,121031.1,120703.1,120703.1,120703.1,120712.1,120630.1,121031.1,120712.1,120703.1,121031.1,120703.1,NA,NA,120630.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622820
NLA12_MN-150,1,REGULAR,0.036,0.013,509.5,11.6,0.123,100,63.6,19.52,0.991,0.003,0.003,0,0.764,7.31,0.446,17,5.307,0.145,3.402,NA,NA,2.3,121026.1,120711.1,120630.1,121026.1,120703.1,120630.1,120630.1,120718.1,121026.1,120703.1,120703.1,120703.1,120705.1,120630.1,121026.1,120705.1,120703.1,121026.1,120703.1,NA,NA,120630.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632390
NLA12_IA-R02,1,REGULAR,0.002,0.016,1150,20.88,25.562,10,284,7.55,12.76,0.002,0.002,0,2.245,8.66,3.265,208,3.119,11.32,40.426,NA,NA,31.79,121026.1,120711.1,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637190
NLA12_ND-102,1,REGULAR,0,0.028,5582,50.79,45.045,8,1429,16.38,65.75,0,0,0,2.75,8.74,29.82,254,34.774,170.7,414.013,NA,NA,14.44,121026.1,120710.2,120629.1,121026.1,120629.1,120629.1,120629.1,120717.1,121026.1,120629.1,120629.1,120629.1,120712.1,120629.1,121026.1,120705.1,120703.1,121026.1,120703.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643760
NLA12_OR-111,1,REGULAR,0.074,0.206,3913,33.71,6.043,48,383,19.77,14.72,0.016,0.016,0,2.424,8.72,5.212,306,7.123,31.99,4.303,NA,NA,2.24,121026.1,120711.1,120629.1,121026.1,120629.1,120629.1,120629.1,120724.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634340
NLA12_IA-113,1,REGULAR,0,0.012,2194,33.07,7.67,12,252,5.14,7.479,0.002,0.002,0,0.696,8.38,4.719,33,5.843,5.541,9.397,NA,NA,2.35,121026.1,120710.2,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629570
NLA12_TX-107,1,REGULAR,0,0.021,1133,28.49,33.138,15,432,10.92,18.9,0.002,0.002,0,0.83,9.41,4.448,43,18.584,27.64,101.835,NA,NA,0.78,121026.1,120711.1,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641030
NLA12_KS-121,1,REGULAR,0.016,0.015,2548,45.88,7.697,15,341,5.73,7.981,0.002,0.002,0,0.643,8.49,4.06,68,1.885,12.71,37.75,NA,NA,9.94,121026.1,120711.1,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644720
NLA12_ND-119,1,REGULAR,0,0.035,17993,26.05,157.479,22,5520,29.36,61.52,0,0,0,2.508,9.35,46.21,840,6.334,1348,1975.222,NA,NA,3.05,121026.1,120710.2,120702.1,121026.1,120629.1,120629.1,120629.1,120724.1,121026.1,120629.1,120629.1,120629.1,120712.1,120629.1,121026.1,120712.1,120703.1,121026.1,120703.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635090
NLA12_ND-167,1,REGULAR,0,0.055,14536,54.34,75.424,37,4060,32.43,353.2,0,0,0,3.775,8.89,101.9,322,7.07,500,1834.778,NA,NA,15.57,121026.1,120710.2,120702.1,121026.1,120629.1,120629.1,120629.1,120724.1,121026.1,120629.1,120629.1,120629.1,120712.1,120629.1,121026.1,120705.1,120703.1,121026.1,120703.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624350
NLA12_CT-102,1,REGULAR,0.002,0.0067,221.4,3.848,6.742,8,57.2,2.11,1.231,0.002,0.002,0,0.176,7.23,0.792,7,0.254,4.301,4.216,NA,NA,0.39,121026.1,120711.1,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644360
NLA12_LA-134,2,REGULAR,0.013,0.017,945.2,18.55,528.026,32,1937,7.72,35.45,0.022,0.022,0,0.7,8.11,13.54,108,7.503,303.5,68.6,NA,NA,28,121026.1,120710.2,120629.1,121026.1,120703.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635780
NLA12_NH-103,1,REGULAR,0,0.0065,199.8,3.784,15.044,12,80.9,2.21,0.712,0.002,0.002,0,0.133,7.36,0.712,6,1.711,9.656,3.463,NA,NA,0.31,121026.1,120710.2,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626900
NLA12_TX-105,1,REGULAR,0.001,0.012,578.2,14.54,24.651,18,228,6.69,4.947,0.002,0.002,0,0.59,9.08,5.651,35,17.03,18.9,36.287,NA,NA,5.56,121026.1,120710.2,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644000
NLA12_ND-187,1,REGULAR,0,0.021,6837,73.18,20.037,20,1258,12.16,107.3,0.002,0.002,0,1.054,8.54,16.37,43,20.693,54.58,356.507,NA,NA,1.91,121026.1,120710.2,120628.1,121026.1,120628.1,120628.1,120628.1,120717.1,121026.1,120628.1,120628.1,120628.1,120705.1,120628.1,121026.1,120705.1,120628.2,121026.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640430
NLA12_LA-101,2,REGULAR,0,0.014,2523,26.45,6.51,21,250,6.07,11.29,0,0,0,1.278,8.93,4.454,401,16.183,8.63,1.444,NA,NA,8.55,121026.1,120710.2,120628.1,121026.1,120628.1,120628.1,120628.1,120717.1,121026.1,120628.1,120628.1,120628.1,120705.1,120628.1,121026.1,120705.1,120628.2,121026.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635810
NLA12_UT-186,1,REGULAR,0.074,0.031,639,6.878,1.278,18,75.5,3.05,2.947,0.005,0.007,0.001,0.428,7.83,2.191,118,32.004,2.674,3.606,NA,NA,5.5,121031.1,120711.1,120630.1,121031.1,120703.1,120630.1,120630.1,120724.1,121031.1,120703.1,120703.1,120703.1,120712.1,120630.1,121031.1,120712.1,120703.1,121031.1,120703.1,NA,NA,120630.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620900
NLA12_UT-141,1,REGULAR,0,0.013,5206,72.04,109.524,23,1112,3.7,47.28,0.56,0.56,0,1.339,8.4,6.037,193,30.088,96.75,172.964,NA,NA,23.74,121031.1,120711.1,120630.1,121031.1,120703.1,120630.1,120630.1,120724.1,121031.1,120703.1,120703.1,120703.1,120712.1,120630.1,121031.1,120712.1,120703.1,121031.1,120703.1,NA,NA,120630.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641630
NLA12_MN-138,1,REGULAR,0.182,0.017,213.3,3.816,0.17,150,30.8,18.97,1.213,0.013,0.013,0,0.383,6.89,0.345,28,7.027,1.171,1.529,NA,NA,1.02,121026.1,120711.1,120630.1,121026.1,120703.1,120630.1,120630.1,120718.1,121026.1,120703.1,120703.1,120703.1,120705.1,120630.1,121026.1,120705.1,120703.1,121026.1,120703.1,NA,NA,120630.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632420
NLA12_SD-102,1,REGULAR,0,0.208,4755,63.5,59.585,35,1190,15.66,37.63,0.133,0.133,0,1.931,8.59,19.56,709,3.719,141.5,287.95,NA,NA,3.85,121031.1,120711.1,120630.1,121031.1,120703.1,120630.1,120630.1,120724.1,121031.1,120703.1,120703.1,120703.1,120705.1,120630.1,121031.1,120712.1,120703.1,121031.1,120703.1,NA,NA,120630.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621260
NLA12_CO-114,1,REGULAR,0.064,0.008,496,6.629,0.194,33,53,5.09,1.724,0,0,0,0.345,7.84,0.857,37,6.2,1.485,1.644,NA,NA,3.1,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120628.1,121025.1,120705.1,120628.2,121025.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644660
NLA12_CO-131,1,REGULAR,0.01,0.021,1410,36.27,0.344,21,313,5.15,14.1,0.002,0.002,0,0.314,8.23,0.93,48,7.798,4.803,84.046,NA,NA,0.94,121026.1,120711.1,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644480
NLA12_MN-153,1,REGULAR,0,0.02,3117,38.07,0.283,20,286,7.27,15.33,0,0,0,0.586,8.45,1.496,22,5.571,1.107,0.038,NA,NA,1.19,121031.1,120711.1,120630.1,121031.1,120703.1,120630.1,120630.1,120724.1,121031.1,120703.1,120703.1,120703.1,120712.1,120630.1,121031.1,120712.1,120703.1,121031.1,120703.1,NA,NA,120630.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631940
NLA12_WV-112,1,REGULAR,0.012,0.0092,1710,32.58,4.138,12,238,4.08,6.528,0,0,0,0.658,8.89,1.917,63,6.734,7.098,31.172,NA,NA,7.61,121031.1,120711.1,120630.1,121031.1,120703.1,120630.1,120630.1,120724.1,121031.1,120703.1,120703.1,120703.1,120712.1,120630.1,121031.1,120712.1,120703.1,121031.1,120703.1,NA,NA,120630.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624020
NLA12_MT-142,1,REGULAR,0,0.056,14465,36.72,31.387,85,2550,24.64,104.7,0.002,0.002,0,1.901,8.81,16.83,103,6.93,455.7,717.01,NA,NA,1.76,121031.1,120711.1,120702.1,121031.1,120703.1,120630.1,120630.1,120725.1,121031.1,120703.1,120703.1,120703.1,120712.1,120630.1,121031.1,120712.1,120703.1,121031.1,120706.1,NA,NA,120630.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622550
NLA12_GA-118,1,REGULAR,0.007,0.0049,149.1,1.648,3.483,10,26.3,1.02,0.569,0.002,0.002,0,0.119,7.2,0.564,14,5.792,2.191,0.717,NA,NA,0.9,121031.1,120711.1,120630.1,121031.1,120703.1,120630.1,120630.1,120724.1,121031.1,120703.1,120703.1,120703.1,120712.1,120630.1,121031.1,120712.1,120703.1,121031.1,120703.1,NA,NA,120630.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641450
NLA12_MD-105,1,REGULAR,0.012,0.012,556.3,5.77,10.09,32,96.2,5.31,1.702,0.002,0.002,0,0.611,7.62,1.968,77,7.891,9.707,3.023,NA,NA,2.33,121026.1,120711.1,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627620
NLA12_IA-150,1,REGULAR,0.004,0.092,2300,16.51,14.949,20,271,10.56,22.68,0.308,0.327,0.019,2.034,9.5,2.528,62,5.829,5.632,11.131,NA,NA,4.63,121031.1,120711.1,120703.2,121031.1,120703.1,120703.1,120703.2,120724.1,121031.1,120703.1,120703.1,120703.1,120712.2,120703.2,121031.1,120712.2,120703.1,121031.1,120703.1,NA,NA,120703.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629510
NLA12_LA-172,1,REGULAR,0.018,0.012,1132,16.25,4.126,20,132.4,5.75,1.59,0.002,0.002,0,1.948,9.14,3.562,427,7.093,7.432,5.689,NA,NA,36.74,121026.1,120711.1,120630.1,121026.1,120703.1,120630.1,120630.1,120718.1,121026.1,120703.1,120703.1,120703.1,120705.1,120630.1,121026.1,120705.1,120703.1,121026.1,120703.1,NA,NA,120630.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635750
NLA12_OK-103,1,REGULAR,NA,0.1,2540,49.4,288,40,1461,1.82,13.7,0.26,0.26,NA,1.31,7.97,5.88,105,2,221,80.4,NA,10,6.94,NA,NH3-20120703,ANC-20120713,CA-20120706,CL-20120716,COLOR-20120703,COND-20120709,DOC-20120713,MG-20120706,NO2NO3-00090,NO2NO3-00090,NA,TN-20121219,PH-20120709,K-20120706,TP-20120706,SIO2-20120706,NA-20120706,SO4-20120716,NA,TSS-20120703,TURB-20120703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621830
NLA12_OH-103,1,REGULAR,0.003,0.0068,2068,45.39,25.721,9,390,3.38,11.13,0,0,0,0.353,8.36,2.431,17,1.97,16.44,56.751,NA,NA,2.09,121031.1,120711.1,120703.2,121031.1,120703.1,120703.1,120703.2,120724.1,121031.1,120703.1,120703.1,120703.1,120712.1,120703.2,121031.1,120712.1,120703.1,121031.1,120703.1,NA,NA,120703.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629090
NLA12_WA-118,1,REGULAR,0,0.0038,758.5,10.97,2.081,8,95.6,0.48,2.556,0.516,0.518,0.001,0.585,7.51,0.422,28,18.768,3.721,5.241,NA,NA,0.29,121031.1,120711.1,120703.2,121031.1,120703.1,120703.1,120703.2,120724.1,121031.1,120703.1,120703.1,120703.1,120712.1,120703.2,121031.1,120712.1,120703.1,121031.1,120703.1,NA,NA,120703.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637070
NLA12_UT-148,1,REGULAR,0.009,0.014,5307,27.1,37.359,25,592,6.99,39.89,0,0,0,2.023,8.6,10.47,265,20.94,34.5,19.868,NA,NA,48.32,121031.1,120711.1,120703.2,121031.1,120703.1,120703.1,120703.2,120724.1,121031.1,120703.1,120703.1,120703.1,120712.2,120703.2,121031.1,120712.2,120703.1,121031.1,120703.1,NA,NA,120703.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641510
NLA12_KS-122,1,REGULAR,0,0.02,2941,95.86,69.626,20,933,6.14,19.29,0.002,0.002,0,0.534,8.5,15.03,60,6.41,68.63,223.271,NA,NA,7.32,121031.1,120711.1,120706.1,121031.1,120706.1,120706.1,120706.1,120724.1,121031.1,120706.1,120706.1,120706.1,120712.2,120706.1,121031.1,120712.2,120709.1,121031.1,120706.1,NA,NA,120706.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637430
NLA12_RI-102,1,REGULAR,0.006,0.016,385,7.576,31.913,35,168.5,4.24,1.958,0.002,0.002,0,0.33,7.58,1.057,18,1.328,20.77,7.028,NA,NA,1.5,121031.1,120711.1,120705.1,121031.1,120706.1,120705.1,120705.1,120724.1,121031.1,120706.1,120706.1,120706.1,120712.2,120705.1,121031.1,120712.2,120705.2,121031.1,120706.1,NA,NA,120705.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641750
NLA12_ID-168,1,REGULAR,0.042,0.0092,114.7,1.202,0.066,12,11.45,1.85,0.137,0.002,0.003,0.001,0.103,6.99,0.248,17,6.148,0.871,0.315,NA,NA,0.68,121031.1,120711.1,120705.1,121031.1,120706.1,120705.1,120705.1,120724.1,121031.1,120706.1,120706.1,120706.1,120712.2,120705.1,121031.1,120712.2,120705.2,121031.1,120706.1,NA,NA,120705.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645830
NLA12_KY-107,2,REGULAR,0.006,0.0092,1889,28.67,17.962,5,249,3.67,7.44,0,0,0,0.486,8.5,1.924,44,6.035,10.08,8.269,NA,NA,3.66,121031.1,120711.1,120703.2,121031.1,120703.1,120703.1,120703.2,120724.1,121031.1,120703.1,120703.1,120703.1,120712.1,120703.2,121031.1,120712.1,120703.1,121031.1,120703.1,NA,NA,120703.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646070
NLA12_ID-141,1,REGULAR,0.02,0.02,348.1,3.77,0.273,18,37.6,2.47,0.726,0.002,0.003,0.001,0.125,7.63,0.69,36,16.608,2.638,0.993,NA,NA,0.88,121031.1,120711.1,120705.1,121031.1,120706.1,120705.1,120705.1,120724.1,121031.1,120706.1,120706.1,120706.1,120712.2,120705.1,121031.1,120712.2,120705.2,121031.1,120706.1,NA,NA,120705.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645860
NLA12_UT-125,1,REGULAR,0,0.021,3439,25.5,0.191,15,373,2.82,33.99,0.002,0.002,0,0.208,8.92,0.09,20,4.946,5.763,42.05,NA,NA,0.68,121031.1,120711.1,120706.1,121031.1,120706.1,120706.1,120706.1,120724.1,121031.1,120706.1,120706.1,120706.1,120712.2,120706.1,121031.1,120712.2,120709.1,121031.1,120706.1,NA,NA,120706.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641480
NLA12_KY-116,1,REGULAR,0.012,0.009,1148,26.04,7.152,13,250,3.29,8.753,0.004,0.005,0.001,0.415,8.84,2.095,26,4.157,7.975,53.449,NA,NA,3.19,121031.1,120711.1,120703.2,121031.1,120703.1,120703.1,120703.2,120724.1,121031.1,120703.1,120703.1,120703.1,120712.1,120703.2,121031.1,120712.1,120703.1,121031.1,120703.1,NA,NA,120703.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645470
NLA12_KY-101,2,REGULAR,0.006,0.0049,165.5,2.144,0.658,13,35.2,1.35,1.615,0.002,0.002,0,0.07,7.28,0.818,13,6.016,0.968,6.867,NA,NA,1.27,121031.1,120711.1,120703.2,121031.1,120703.1,120703.1,120703.2,120724.1,121031.1,120703.1,120703.1,120703.1,120712.2,120703.2,121031.1,120712.2,120703.1,121031.1,120703.1,NA,NA,120703.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621200
