SITE_ID,VISIT_NO,SAM_CODE,ALUMINUM_RESULT_mgL,AMMONIA_N_RESULT_mgL,ANC_RESULT_ueqL,CALCIUM_RESULT_mgL,CHLORIDE_RESULT_mgL,COLOR_RESULT_PtCo,COND_RESULT_uscm,DOC_RESULT_mgL,MAGNESIUM_RESULT_mgL,NITRATE_N_RESULT_mgL,NITRATE_NITRITE_N_RESULT_mgL,NITRITE_N_RESULT_mgL,NTL_RESULT_mgL,PH_RESULT,POTASSIUM_RESULT_mgL,PTL_RESULT_ugL,SILICA_RESULT_mgL,SODIUM_RESULT_mgL,SULFATE_RESULT_mgL,TOC_RESULT_mgL,TSS_RESULT_mgL,TURB_RESULT_NTU,ALUMINUM_BATCH_ID,AMMONIA_N_BATCH_ID,ANC_BATCH_ID,CALCIUM_BATCH_ID,CHLORIDE_BATCH_ID,COLOR_BATCH_ID,COND_BATCH_ID,DOC_BATCH_ID,MAGNESIUM_BATCH_ID,NITRATE_N_BATCH_ID,NITRATE_NITRITE_N_BATCH_ID,NITRITE_N_BATCH_ID,NTL_BATCH_ID,PH_BATCH_ID,POTASSIUM_BATCH_ID,PTL_BATCH_ID,SILICA_BATCH_ID,SODIUM_BATCH_ID,SULFATE_BATCH_ID,TOC_BATCH_ID,TSS_BATCH_ID,TURB_BATCH_ID,ANC_FLAG,CALCIUM_FLAG,CHLORIDE_FLAG,COLOR_FLAG,COND_FLAG,DOC_FLAG,MAGNESIUM_FLAG,NITRATE_N_FLAG,NITRATE_NITRITE_N_FLAG,NTL_FLAG,PH_FLAG,POTASSIUM_FLAG,PTL_FLAG,SILICA_FLAG,SODIUM_FLAG,SULFATE_FLAG,TSS_FLAG,TURB_FLAG,CHEM_SAMPLE_ID
NLA12_SD-132,1,REGULAR,0,0.027,2989,74.37,19.443,26,1932,18.64,57.6,0,0,0,1.993,9.39,15.59,366,1.742,279,871.475,NA,NA,3.75,121107.1,120801.1,120728.1,121107.1,120731.1,120728,120728.1,120823.1,121107.1,120731.1,120731.1,120731.1,120801.1,120728.1,121107.1,120801.1,120731.1,121107.1,120731.1,NA,NA,120728.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652400
NLA12_GA-R01,1,REGULAR,0.004,0.0063,265.9,2.23,2.564,12,38.8,2.75,0.977,0.003,0.003,0,0.231,7.62,1.734,28,12.094,2.975,1.374,NA,NA,2.23,121107.1,120801.1,120727.1,121107.1,120731.1,120727,120727.1,120815.1,121107.1,120731.1,120731.1,120731.1,120801.1,120727.1,121107.1,120801.1,120731.1,121107.1,120731.1,NA,NA,120727.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646730
NLA12_IA-102,1,REGULAR,0.019,0.021,3761,46.39,22.693,18,430,8.38,25.84,0.002,0.002,0,1.8,9.1,3.787,684,44.001,7.925,21.972,NA,NA,16.6,121107.1,120801.1,120728.1,121107.1,120731.1,120728,120728.1,120821.1,121107.1,120731.1,120731.1,120731.1,120801.1,120728.1,121107.1,120808.1,120731.1,121107.1,120731.1,NA,NA,120728.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626660
NLA12_ME-109,1,REGULAR,NA,0.01,879.208,14,7,16,115,4.9,2.6,0.05,0.01,NA,0.4,8,0.5,15,0.5,4.1,4,NA,2,1.8,NA,7/25/2012,7/25/2012,7/25/2012,7/25/2012,7/25/2012,7/25/2012,7/25/2012,7/25/2012,7/25/2012,7/25/2012,NA,7/25/2012,7/25/2012,7/25/2012,7/25/2012,7/25/2012,7/25/2012,7/25/2012,NA,7/25/2012,7/25/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644960
NLA12_MN-R13,1,REGULAR,0.036,0.014,220.5,2.438,0.111,48,25,11.55,0.829,0.003,0.003,0,0.873,7.01,1.633,28,0.298,0.595,0.196,NA,NA,1.18,121107.1,120801.1,120728.1,121107.1,120731.1,120728,120728.1,120821.1,121107.1,120731.1,120731.1,120731.1,120801.1,120728.1,121107.1,120801.1,120731.1,121107.1,120731.1,NA,NA,120728.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647420
NLA12_NV-R01,1,REGULAR,0.046,0.0022,496.3,8.993,0.517,12,53.6,0.93,0.337,0.002,0.002,0,0.075,8.03,0.303,12,1.564,0.806,1.57,NA,NA,0.15,121107.1,120801.1,120727.1,121107.1,120731.1,120727,120727.1,120815.1,121107.1,120731.1,120731.1,120731.1,120801.1,120727.1,121107.1,120801.1,120731.1,121107.1,120731.1,NA,NA,120727.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650720
NLA12_RI-102,2,REGULAR,0.004,0.017,363.7,7.428,34.04,22,171.4,3.19,1.934,0.002,0.002,0,0.316,7.6,0.828,25,4.693,21.31,7.263,NA,NA,0.91,121107.1,120801.1,120726.1,121107.1,120726.1,120726,120726.1,120815.1,121107.1,120726.1,120726.1,120726.1,120801.1,120726.1,121107.1,120801.1,120726.1,121107.1,120726.1,NA,NA,120726.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652670
NLA12_MT-160,1,REGULAR,0.019,0.038,1948,35.71,24.486,19,712,9.14,29.1,0.002,0.002,0,0.93,9.29,2.046,74,7.528,73.46,231.019,NA,NA,1,121107.1,120801.1,120728.1,121107.1,120731.1,120728,120728.1,120821.1,121107.1,120731.1,120731.1,120731.1,120801.1,120728.1,121107.1,120801.1,120731.1,121107.1,120731.1,NA,NA,120728.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622760
NLA12_MT-156,1,REGULAR,0.007,0.0054,3298,51.68,0.855,9,319,2.13,10.22,0.002,0.002,0,0.16,8.49,0.838,28,11.832,2.004,10.127,NA,NA,0.88,121107.1,120801.1,120728.1,121107.1,120731.1,120728,120728.1,120821.1,121107.1,120731.1,120731.1,120731.1,120801.1,120728.1,121107.1,120801.1,120731.1,121107.1,120731.1,NA,NA,120728.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649220
NLA12_ME-R03,1,REGULAR,0.061,0.0064,109.6,1.384,0.199,36,15.38,7.08,0.592,0.002,0.002,0,0.239,6.86,0.254,12,0.404,0.674,1.152,NA,NA,0.58,121107.1,120801.1,120728.1,121107.1,120731.1,120728,120728.1,120821.1,121107.1,120731.1,120731.1,120731.1,120801.1,120728.1,121107.1,120801.1,120731.1,121107.1,120731.1,NA,NA,120728.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631640
NLA12_AZ-107,1,REGULAR,0,0.013,4444,47.26,13.932,12,477,6.1,17.91,0.042,0.042,0,0.628,8.59,4.893,234,26.588,31.96,21.769,NA,NA,66.74,121107.1,120801.1,120728.1,121107.1,120731.1,120728,120728.1,120821.1,121107.1,120731.1,120731.1,120731.1,120801.1,120728.1,121107.1,120801.1,120731.1,121107.1,120731.1,NA,NA,120728.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620480
NLA12_CO-125,1,REGULAR,0.004,0.0092,405.2,5.064,0.073,20,45.9,1.29,0.59,0.017,0.018,0.001,0.061,7.88,0.372,11,5.332,1.277,2.723,NA,NA,0.8,121107.1,120801.1,120727.1,121107.1,120731.1,120727,120727.1,120815.1,121107.1,120731.1,120731.1,120731.1,120801.1,120727.1,121107.1,120801.1,120731.1,121107.1,120731.1,NA,NA,120727.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655910
NLA12_ID-142,1,REGULAR,0.029,0.0024,144.6,2.836,0.179,5,22.7,0.6,0.13,0.015,0.016,0.001,0.053,7.16,0.109,15,7.467,1.409,1.498,NA,NA,0.05,121108.1,120801.1,120728.1,121108.1,120731.1,120728,120728.1,120821.1,121108.1,120731.1,120731.1,120731.1,130123.1,120728.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120728.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654800
NLA12_ID-158,1,REGULAR,0.017,0.0047,89.7,1.135,0.182,1,10.19,0.7,0.097,0.009,0.01,0.001,0.033,6.89,0.144,9,3.786,0.622,0.297,NA,NA,0.01,121108.1,120801.1,120730.2,121108.1,120731.1,120730,120730.2,120821.1,121108.1,120731.1,120731.1,120731.1,120801.1,120730.2,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120730.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654830
NLA12_ID-215,1,REGULAR,0.01,0.0095,193.3,3.229,0.195,10,23,1.11,0.168,0.007,0.007,0,0.038,7.39,0.146,13,5.562,0.974,0.895,NA,NA,0.24,121108.1,120801.1,120728.1,121108.1,120731.1,120728,120728.1,120821.1,121108.1,120731.1,120731.1,120731.1,120801.1,120728.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120728.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651980
NLA12_ND-129,1,REGULAR,0,0.034,13679,24.1,46.3,21,2650,19.09,62.02,0,0,0,3.68,9.22,52.97,839,23.704,516,756.969,NA,NA,53.57,121107.1,120801.1,120730.1,121107.1,120731.1,120728,120728.1,120828.1,121107.1,120731.1,120731.1,120731.1,120808.1,120728.1,121107.1,120808.1,120731.1,121107.1,120731.1,NA,NA,120728.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636650
NLA12_TX-114,1,REGULAR,0,0.0078,1828,41.52,22.009,18,301,3.8,1.697,0.002,0.002,0,0.601,8.29,3.65,95,6.386,15.66,27.232,NA,NA,9.05,121107.1,120801.1,120727.1,121107.1,120731.1,120727,120727.1,120815.1,121107.1,120731.1,120731.1,120731.1,120801.1,120727.1,121107.1,120801.1,120731.1,121107.1,120731.1,NA,NA,120727.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643880
NLA12_NY-0108,1,REGULAR,0,0.01,1719,28.68,70.336,30,427,5.83,8.216,0.002,0.002,0,0.694,7.82,2.649,124,13.953,42.96,15.264,NA,NA,2.67,121107.1,120801.1,120728.1,121107.1,120731.1,120728,120728.1,120815.1,121107.1,120731.1,120731.1,120731.1,120801.1,120728.1,121107.1,120801.1,120731.1,121107.1,120731.1,NA,NA,120728.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628040
NLA12_TX-205,1,REGULAR,0.012,0.015,4653,12.63,234.135,19,1196,10.57,20.44,0.002,0.002,0,1.013,9.26,2.419,17,2.051,226.2,19.568,NA,NA,2.09,121108.1,120801.1,120728.1,121108.1,120731.1,120728,120728.1,120821.1,121108.1,120731.1,120731.1,120731.1,120801.1,120728.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120728.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632720
NLA12_WY-120,1,REGULAR,0.011,0.0045,226.7,3.632,0.174,12,29.2,0.76,0.754,0.043,0.044,0.001,0.088,7.43,0.566,18,1.293,0.516,2.489,NA,NA,2.27,121108.1,120801.1,120731.1,121108.1,120731.1,120731,120731.1,120821.1,121108.1,120731.1,120731.1,120731.1,120801.1,120731.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650180
NLA12_WY-117,1,REGULAR,0,0.0026,116.1,1.418,0.148,13,12.1,0.77,0.2,0.003,0.003,0,0.044,6.94,0.238,15,1.266,0.483,0.685,NA,NA,0.51,121108.1,120801.1,120731.1,121108.1,120731.1,120731,120731.1,120821.1,121108.1,120731.1,120731.1,120731.1,120801.1,120731.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650240
NLA12_WY-103,1,REGULAR,0.003,0.0024,149.4,2.45,0.307,9,19.79,1.11,0.319,0.002,0.002,0,0.05,7.23,0.45,12,1.645,0.688,1.535,NA,NA,0.36,121108.1,120801.1,120731.1,121108.1,120731.1,120731,120731.1,120821.1,121108.1,120731.1,120731.1,120731.1,120801.1,120731.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650210
NLA12_MN-R14,1,REGULAR,0.002,0.0086,1945,27.03,1.305,33,191.5,9.79,7.794,0.002,0.002,0,0.519,8.31,0.728,30,11.872,2.289,2.368,NA,NA,2.47,121107.1,120801.1,120728.1,121107.1,120731.1,120728,120728.1,120821.1,121107.1,120731.1,120731.1,120731.1,120801.1,120728.1,121107.1,120801.1,120731.1,121107.1,120731.1,NA,NA,120728.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647390
NLA12_MS-101,2,REGULAR,0.007,0.0097,1753,22.05,19.083,15,250,4.86,9.587,0,0,0,1.019,8.95,3.391,153,10.558,12.86,13.483,NA,NA,15.36,121108.1,120801.1,120731.1,121108.1,120731.1,120731,120731.1,120821.1,121108.1,120731.1,120731.1,120731.1,120801.1,120731.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630140
NLA12_MS-112,1,REGULAR,0.008,0.0067,280.2,3.713,0.611,23,34.8,7.09,1.104,0,0,0,0.506,7.47,0.92,37,1.065,1.197,1.247,NA,NA,2.53,121108.1,120801.1,120731.1,121108.1,120731.1,120731,120731.1,120821.1,121108.1,120731.1,120731.1,120731.1,120801.1,120731.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656720
NLA12_MS-125,1,REGULAR,0.008,1.72,2033,11.36,20.504,43,295,9.61,2.147,0.024,0.026,0.003,6.188,7.76,6.164,1689,21.78,45.82,11.342,NA,NA,13.13,121108.1,120801.2,120731.1,121108.1,120731.1,120731,120731.1,120821.1,121108.1,120731.1,120731.1,120731.1,120808.1,120731.1,121108.1,120808.1,120731.1,121108.1,120731.1,NA,NA,120731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656570
NLA12_SD-212,1,REGULAR,0,0.062,2825,39.72,3.568,36,824,13.36,20.17,0.002,0.002,0,1.223,9.15,7.699,346,1.427,116.1,283.565,NA,NA,1.32,121108.1,120801.1,120731.1,121108.1,120731.1,120731,120731.1,120821.1,121108.1,120731.1,120731.1,120731.1,120801.1,120731.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652370
NLA12_ND-103,1,REGULAR,0,0.035,13520,7.46,50.559,18,1697,24.46,137.4,0.002,0.002,0,2.085,9.33,70.78,88,27.187,176.4,292.743,NA,NA,5.19,121108.1,120801.1,120801.1,121108.1,120731.1,120731,120731.1,120823.1,121108.1,120731.1,120731.1,120731.1,120801.1,120731.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636800
NLA12_VT-103,1,REGULAR,0.003,0.017,1137,18.35,12.571,20,174,3.17,4.474,0.038,0.041,0.003,0.343,8.46,1.171,20,2.157,9.324,9.149,NA,NA,0.87,121108.1,120801.1,120731.1,121108.1,120731.1,120731,120731.1,120821.1,121108.1,120731.1,120731.1,120731.1,120801.1,120731.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650990
NLA12_ND-172,1,REGULAR,0,0.016,5837,65.05,21.895,30,1580,15.4,119.7,0,0,0,2.713,8.93,23.94,317,39.788,134.4,598.778,NA,NA,30.32,121108.1,120801.1,120731.1,121108.1,120731.1,120731,120731.1,120821.1,121108.1,120731.1,120731.1,120731.1,120808.1,120731.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623690
NLA12_MD-118,1,REGULAR,0.006,0.018,494.3,11.78,16.261,19,165.8,2.03,7.252,5.6,5.651,0.053,5.8,7.35,3.334,50,12.767,5.058,5.689,NA,NA,1.12,121108.1,120801.1,120731.1,121108.1,120731.1,120731,120731.1,120821.1,121108.1,120731.1,120731.1,120731.1,120808.1,120731.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647240
NLA12_OH-R02,1,REGULAR,0,0.0064,872.1,16.24,85.31,28,397,7.04,4.182,0.002,0.002,0,0.445,7.69,1.585,10,0.841,56.14,10.58,NA,NA,0.95,121108.1,120801.1,120731.1,121108.1,120731.1,120731,120731.1,120821.1,121108.1,120731.1,120731.1,120731.1,120801.1,120731.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651650
NLA12_CA-145,1,REGULAR,NA,0.047,3070,28.1,56,5,528,5.59,24.9,0.005,0.0092,NA,0.428,8.66,2.01,33.6,13.6,35.6,33.2,NA,4,NA,NA,L-404-12_12_2590,L-404-12_12_2590,L-404-12_12_2590,L-404-12_12_2590,L-404-12_12_2590,L-404-12_12_2590,L-404-12_12_2590,L-404-12_12_2590,L-404-12_12_2590,L-404-12_12_2590,NA,L-404-12_12_2590,L-404-12_12_2590,L-404-12_12_2590,L-404-12_12_2590,L-404-12_12_2590,L-404-12_12_2590,L-404-12_12_2590,NA,L-404-12_12_2590,NA,LAB_1,LAB_2,LAB_4,LAB_5,LAB_14,LAB_6,LAB_2,LAB_8,LAB_9,LAB_1,LAB_15,LAB_2,LAB_2,LAB_10,LAB_2,LAB_11,LAB_12,NA,647690
NLA12_FL-103,1,REGULAR,0.113,0.018,2093,25.78,50.822,25,415,21.61,18.51,0.002,0.002,0,4.763,9.17,13.06,132,2.477,25.01,30.635,NA,NA,37.85,121108.1,120801.1,120731.1,121108.1,120731.1,120731,120731.1,120823.1,121108.1,120731.1,120731.1,120731.1,120808.1,120731.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630560
NLA12_FL-108,1,REGULAR,0.003,0.0097,487.7,6.208,10.03,29,95.3,8.43,3.297,0.003,0.003,0,0.854,7.63,2.419,70,5.012,6.726,4.86,NA,NA,3.72,121108.1,120801.1,120731.1,121108.1,120731.1,120731,120731.1,120821.1,121108.1,120731.1,120731.1,120731.1,120801.1,120731.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646640
NLA12_FL-R06,1,REGULAR,0.372,0.12,26.5,1.765,11.121,210,62.1,17.76,1.037,0.024,0.024,0,0.596,4.88,0.473,35,2.659,6.832,4.139,NA,NA,3.32,121108.1,120801.1,120731.1,121108.1,120731.1,120731,120731.1,120821.1,121108.1,120731.1,120731.1,120731.1,120801.1,120731.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630530
NLA12_ID-166,1,REGULAR,0,0.034,2949,43.12,20.942,20,431,1.63,15.6,0.414,0.415,0.001,0.665,8.96,3.614,58,29.572,23.32,44.401,NA,NA,0.97,121108.1,120806.1,120801.1,121108.1,120803.1,120801,120801.1,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120801.1,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120801.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651800
NLA12_ME-110,1,REGULAR,NA,0.01,159.856,3,9,6,54.8,2.4,0.61,0.05,0.01,NA,0.2,7.3,0.44,6,1.1,5.4,2,NA,2,0.6,NA,7/31/2012,7/31/2012,7/31/2012,7/31/2012,7/31/2012,7/31/2012,7/31/2012,7/31/2012,7/31/2012,7/31/2012,NA,7/31/2012,7/31/2012,7/31/2012,7/31/2012,7/31/2012,7/31/2012,7/31/2012,NA,7/31/2012,7/31/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645080
NLA12_MS-128,1,REGULAR,0.011,0.011,795.6,14.62,4.843,10,112.2,5.77,1.761,0.002,0.002,0,0.456,8.66,1.457,20,1.87,3.884,6.876,NA,NA,2.14,121108.1,120806.1,120801.1,121108.1,120803.1,120801,120801.1,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120801.1,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120801.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656600
NLA12_SD-107,1,REGULAR,0,0.012,2536,37.48,35.213,15,382,8.13,15.9,0.002,0.002,0,0.804,8.95,5.752,39,13.656,17.76,21.104,NA,NA,1.96,121108.1,120806.1,120801.1,121108.1,120803.1,120801,120801.1,120821.1,121108.1,120803.1,120803.1,120803.1,120808.1,120801.1,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120801.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641870
NLA12_VA-102,1,REGULAR,0.004,0.011,271.1,1.567,3.289,34,42.3,8.83,0.921,0.002,0.002,0,1.084,7.12,1.555,70,7.814,5.16,0.891,NA,NA,8.9,121108.1,120801.1,120731.1,121108.1,120731.1,120731,120731.1,120821.1,121108.1,120731.1,120731.1,120731.1,120801.1,120731.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641360
NLA12_WA-R08,1,REGULAR,0,0.0088,3620,25.49,8.125,10,399,4.11,28.04,0.003,0.003,0,0.479,9.29,3.817,69,32.908,19.34,29.275,NA,NA,0.92,121108.1,120806.1,120801.1,121108.1,120803.1,120801,120801.1,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120801.1,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120801.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633140
NLA12_ND-160,1,REGULAR,0,0.022,8841,14.91,95.241,32,2600,23.44,202,0,0,0,1.981,9.85,58.55,53,3.208,304.6,953.027,NA,NA,2.01,121108.1,120806.1,120801.1,121108.1,120803.1,120801,120801.1,120824.1,121108.1,120803.1,120803.1,120803.1,120808.1,120801.1,121108.1,120808.1,120802.1,121108.1,120807.1,NA,NA,120801.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636590
NLA12_NH-107,1,REGULAR,0.013,0.051,563.9,9.555,18.813,62,128.3,7.03,1.388,0.005,0.006,0.001,0.45,7.78,1.548,18,1.085,12.62,4.029,NA,NA,1.63,121108.1,120806.1,120801.1,121108.1,120803.1,120801,120801.1,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120801.1,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120801.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649070
NLA12_IN-127,1,REGULAR,0.006,0.013,1554,24.56,6.286,18,202,4.73,6.68,0.003,0.003,0,0.84,8.57,2.146,53,12.112,6.219,16.346,NA,NA,5.13,121114.1,120806.1,120802.2,121114.1,120803.1,120802,120802.2,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120802.2,121114.1,120808.1,120802.1,121114.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655880
NLA12_ID-110,1,REGULAR,0.016,0.075,3519,19.52,13.186,38,395,9.96,12.11,0.002,0.002,0,0.954,9.04,18.53,44,6.724,41.62,13.069,NA,NA,1.34,121108.1,120806.1,120801.1,121108.1,120803.1,120801,120801.1,120821.1,121108.1,120803.1,120803.1,120803.1,120808.1,120801.1,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120801.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654860
NLA12_SD-119,1,REGULAR,0,0.024,2179,306.5,23,30,5850,16.5,357.3,0,0,0,2.238,9.85,21.62,390,2.676,828,3853.697,NA,NA,3.43,121108.1,120806.1,120801.1,121108.1,120803.1,120801,120801.1,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120801.1,121108.1,120808.1,120802.1,121108.1,120807.1,NA,NA,120801.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641810
NLA12_MD-108,1,REGULAR,0.014,0.0064,734.5,11.4,23.786,28,162.2,3.78,5.713,0.002,0.002,0,0.57,9.76,2.97,42,9.522,9.4,4.936,NA,NA,4.35,121108.1,120806.1,120801.1,121108.1,120803.1,120801,120801.1,120821.1,121108.1,120803.1,120803.1,120803.1,120808.1,120801.1,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120801.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647210
NLA12_ND-194,1,REGULAR,0,0.03,4849,48.64,16.103,45,1022,20.18,47.86,0,0,0,5.738,9.37,25.73,599,19.052,112.2,293.8,NA,NA,61.47,121114.1,120806.1,120802.2,121114.1,120803.1,120802,120802.2,120824.1,121114.1,120803.1,120803.1,120803.1,120816.1,120802.2,121114.1,120816.1,120802.1,121114.1,120807.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645950
NLA12_OR-129,1,REGULAR,0.014,0.003,263.6,2.39,23.391,22,117,2.68,2.287,0.003,0.003,0,0.171,7.84,0.933,20,14.199,16.25,4.516,NA,NA,0.4,121114.1,120806.1,120802.2,121114.1,120803.1,120802,120802.2,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120802.2,121114.1,120808.1,120802.1,121114.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650450
